idx,vid,total,percentage,simple,weighted_simple,pagerank,elo,entropy,pid,p_name,alias,c_votecount,c_rating,c_average,title_ja,title_en,title_zh,search,rank
885,v2046,-9.031,-0.175,-0.325,-1.765,3303.511,1428.142,-0.149,,,Rance V,1191,5.840,5.840,ランス５Ｄ －ひとりぼっちの女の子－,Rance 5D - The Lonely Girl -,Rance 5D - The Lonely Girl -,ランスひとりぼっちの女の子rance5dthelonelygirlrance5dthelonelygirlrancev,6262
7018,v49682,-2.779,-0.403,-0.716,-1.831,4098.864,2069.573,-0.268,,,,68,5.840,5.830,友達の巨乳ママは全部オレのモノ！友母寝取り孕ませハーレム,I Am Motherfucker,对不起操了你的妈,友達の巨乳ママは全部オレのモノ友母寝取り孕ませハーレムiammotherfucker对不起操了你的妈nan,6263
5080,v22623,-3.274,-0.573,-0.759,-1.730,16135.713,1086.275,-0.243,,,からかいシミュレーションゲーム,49,5.840,5.820,からかい上手の高木さん,Karakai Simulation Game,Karakai Simulation Game,からかい上手の高木さんkarakaisimulationgamekarakaisimulationgameからかいシミュレーションゲーム,6264
2910,v13787,-2.181,-0.386,-0.683,-1.613,3508.708,1225.435,-0.261,,,覗き生活 ～美人母娘のアナと穴！～,35,5.840,5.810,覗き性活　～美人母娘のアナと穴！～,,,覗き性活美人母娘のアナと穴覗き生活美人母娘のアナと穴,6265
3475,v16494,-1.872,-0.381,-0.639,-1.422,5171.201,1180.092,-0.195,,,Masterful Ero Saimin -Even A Loser Like Me Can Do Pretty Exorcist Knights!-,36,5.840,5.810,自由自在にエロ催眠～ダメダメの俺でも美少女退魔士と犯りまくり!～,,,自由自在にエロ催眠ダメダメの俺でも美少女退魔士と犯りまくりmasterfulerosaiminevenaloserlikemecandoprettyexorcistknights,6266
4704,v21247,-1.399,-0.227,-0.409,-1.015,6246.422,1429.031,-0.149,,,,37,5.840,5.810,お兄ちゃん、右手の使用を禁止します！２,,,お兄ちゃん右手の使用を禁止しますnan,6267
4786,v21511,-1.208,-0.203,-0.321,-0.764,9753.594,1161.113,-0.108,,,,40,5.840,5.810,,Elisa the Innkeeper - A new customer arrives!,Elisa the Innkeeper - A new customer arrives!,elisatheinnkeeperanewcustomerarriveselisatheinnkeeperanewcustomerarrivesnan,6268
3417,v16297,-1.121,-0.130,-0.185,-0.531,15951.210,1337.499,-0.069,,,,37,5.840,5.800,,Death Rule: Lost Code,Death Rule: Lost Code,deathrulelostcodedeathrulelostcodenan,6269
3679,v17639,-2.459,-0.586,-0.859,-1.742,6899.442,1051.150,-0.239,,,Breeding Hero Ingrid,32,5.840,5.800,発情勇者イングリット～密かに開発される爆乳女勇者のココロとカラダ,Horny Heroine Ingrid,Horny Heroine Ingrid,発情勇者イングリット密かに開発される爆乳女勇者のココロとカラダhornyheroineingridhornyheroineingridbreedingheroingrid,6270
38,v40,-3.116,-0.242,-0.442,-1.345,6373.319,1295.174,-0.180,,,,195,5.830,5.830,The noose,The noose,The noose,thenoosethenoosethenoosenan,6271
2265,v10587,-4.593,-0.381,-0.545,-1.735,6177.208,1230.927,-0.205,,,,190,5.830,5.830,,Nicole,Nicole,nicolenicolenan,6272
3421,v16320,-4.078,-0.161,-0.270,-1.157,4684.855,1339.627,-0.132,,,,510,5.830,5.830,ヤンデレラ,Yanderella,病娇灰姑娘,ヤンデレラyanderella病娇灰姑娘nan,6273
3432,v16372,-1.896,-0.177,-0.318,-0.989,4803.585,1260.722,-0.145,,,妹扔书,112,5.830,5.830,エロ本を捨ててから兄の様子がおかしい,,扔掉黄书以后兄长情况有异,エロ本を捨ててから兄の様子がおかしい扔掉黄书以后兄长情况有异妹扔书,6274
5792,v27212,-2.405,-0.326,-0.492,-1.254,8370.820,1320.969,-0.166,,,,97,5.830,5.830,ヴァンパイア：ザ・マスカレード　紐育に巣食う血盟,Vampire: The Masquerade - Coteries of New York,Vampire: The Masquerade - Coteries of New York,ヴァンパイアザ・マスカレード紐育に巣食う血盟vampirethemasqueradecoteriesofnewyorkvampirethemasqueradecoteriesofnewyorknan,6275
3003,v14231,-1.899,-0.295,-0.535,-1.326,4876.981,1371.078,-0.204,,,,62,5.830,5.820,近親母姦 ～今日もまた、お母さんがぼくを求めてくる～,,,近親母姦今日もまたお母さんがぼくを求めてくるnan,6276
3744,v17939,-2.614,-0.380,-0.680,-1.695,3482.794,1282.540,-0.246,,,Life As Loved By A Yandere Goddess,69,5.830,5.820,ヤンデレ女神に愛され過ぎる性活 ～四六時中あなたを見守って参りました。全ての欲望を満たします。愛の証で孕ませてください～,Yandere Goddess: A Snatch Made in Heaven,病娇女神淫乱榨取,ヤンデレ女神に愛され過ぎる性活四六時中あなたを見守って参りました全ての欲望を満たします愛の証で孕ませてくださいyanderegoddessasnatchmadeinheaven病娇女神淫乱榨取lifeaslovedbyayanderegoddess,6277
6298,v30904,-1.803,-0.175,-0.370,-1.169,4112.291,1304.280,-0.160,,,,79,5.830,5.820,高貴な爆乳エルフ姫騎士をわからせ！メス媚び孕ませ穴にする性活,Masochistic Elves from Another World!,爆乳妹子姫骑士,高貴な爆乳エルフ姫騎士をわからせメス媚び孕ませ穴にする性活masochisticelvesfromanotherworld爆乳妹子姫骑士nan,6278
3892,v18428,-2.567,-0.329,-0.546,-1.456,14029.105,1081.593,-0.230,,,,53,5.830,5.810,魔都紅色幽撃隊 Tokyo Twilight Ghosthunters,Tokyo Twilight Ghost Hunters,Tokyo Twilight Ghost Hunters,魔都紅色幽撃隊tokyotwilightghosthunterstokyotwilightghosthunterstokyotwilightghosthuntersnan,6279
4723,v21291,-1.115,-0.199,-0.402,-0.936,5631.971,1241.546,-0.133,,,,51,5.830,5.810,女体化パニック！ ～オンナのコのカラダってキモチイイ～,,,女体化パニックオンナのコのカラダってキモチイイnan,6280
6825,v40541,-2.683,-0.439,-0.644,-1.546,20487.823,1807.354,-0.266,,,,43,5.830,5.810,隠居軍師の救国ストラテジー,How a Retired Strategist Saved the Country,How a Retired Strategist Saved the Country,隠居軍師の救国ストラテジーhowaretiredstrategistsavedthecountryhowaretiredstrategistsavedthecountrynan,6281
3649,v17428,-2.183,-0.386,-0.623,-1.468,4348.039,1232.731,-0.214,,,"The Vow-Breaking Erotic Diary of Haruka, Whore Wife",43,5.830,5.800,清楚ビッチな人妻遥香さんとのむさぼり交尾日誌,Hentai Homewrecker,人妻遥香开发日志,清楚ビッチな人妻遥香さんとのむさぼり交尾日誌hentaihomewrecker人妻遥香开发日志thevowbreakingeroticdiaryofharukawhorewife,6282
3001,v14229,-1.179,-0.204,-0.418,-0.992,4309.874,1279.192,-0.144,,,,34,5.830,5.790,ふたいもデイズ ～おにいちゃん、ナイショでシよ♪～,,,ふたいもデイズおにいちゃんナイショでシよnan,6283
3925,v18601,-2.818,-0.667,-0.922,-1.887,5740.818,1212.336,-0.326,,,,30,5.830,5.780,女装ギャルビッチ学園 ～ハーフ娘ジュディの誘惑～,,,女装ギャルビッチ学園ハーフ娘ジュディの誘惑nan,6284
5624,v26021,-1.740,-0.297,-0.558,-1.316,7492.819,887.519,-0.187,,,,33,5.830,5.780,寝取られ妻・絵理奈 ～愛する妻は他の男の上で腰を振る～,,,寝取られ妻・絵理奈愛する妻は他の男の上で腰を振るnan,6285
94,v101,-4.255,-0.209,-0.392,-1.388,2960.703,1333.702,-0.149,,,,638,5.820,5.820,出血簿〜鮮赤の嗚咽〜,Virgin Roster,Virgin Roster,出血簿鮮赤の嗚咽virginrostervirginrosternan,6286
2100,v9721,-2.933,-0.255,-0.537,-1.646,2627.851,1374.459,-0.209,,,Doemuo,251,5.820,5.820,ドM男探偵がイク 勝手にイッたらオシオキよ！,Detective Masochist -The Case of the Femdom Torture-,Detective Masochist -The Case of the Femdom Torture-,ドm男探偵がイク勝手にイッたらオシオキよdetectivemasochistthecaseofthefemdomtorturedetectivemasochistthecaseofthefemdomtorturedoemuo,6287
3515,v16658,-4.549,-0.255,-0.420,-1.539,4120.712,1243.034,-0.185,,,Un jardin miniature,354,5.820,5.820,箱庭の学園,Miniature Garden,箱庭的学园,箱庭の学園miniaturegarden箱庭的学园unjardinminiature,6288
6028,v28793,-3.343,-0.314,-0.615,-1.868,3005.748,1028.927,-0.253,,,Allokmama\n降临在我这个废材身边的全肯定妈妈女神！～真棒呢，你很努力哦♪♪～,141,5.820,5.820,ダメダメなボクに舞い降りた全肯定ママ女神！ ～すごいね、いっぱい頑張ったんだね♪♪～,"Mommy-Goddess of Unconditional Love ~Wow, You Sure Gave It Your All Out There!~",降临在我这个废材身边的全肯定妈妈女神！ ～真棒呢，你很努力哦♪♪～,ダメダメなボクに舞い降りた全肯定ママ女神すごいねいっぱい頑張ったんだねmommygoddessofunconditionallovewowyousuregaveityouralloutthere降临在我这个废材身边的全肯定妈妈女神真棒呢你很努力哦allokmaman降临在我这个废材身边的全肯定妈妈女神真棒呢你很努力哦,6289
2478,v11710,-1.992,-0.230,-0.303,-0.839,12392.007,1103.109,-0.079,,,,75,5.820,5.810,,Reaching Out,Reaching Out,reachingoutreachingoutnan,6290
583,v1120,-1.360,-0.173,-0.322,-0.880,8174.718,1263.543,-0.146,,,,45,5.820,5.800,戦極姫～戦乱の世に焔立つ～,,,戦極姫戦乱の世に焔立つnan,6291
2020,v8574,-2.781,-0.501,-0.808,-1.874,4069.977,1275.401,-0.302,,,Mama's Cherry Hunting\nMom's Virgin Hunting,46,5.820,5.800,ママのさくらんぼ狩り♪,,,ママのさくらんぼ狩りmamascherryhuntingnmomsvirginhunting,6292
6011,v28671,-1.370,-0.197,-0.416,-1.089,5606.489,1149.778,-0.166,,,Kaizou Oujo\nFem-Body Frenzy Princess,42,5.820,5.790,女体狂乱プリンセス,,,女体狂乱プリンセスkaizououjonfembodyfrenzyprincess,6293
2748,v12787,-1.915,-0.345,-0.637,-1.484,3693.532,1307.556,-0.204,,,,34,5.820,5.780,肉欲デビル催眠,,,肉欲デビル催眠nan,6294
4646,v21017,-1.902,-0.423,-0.589,-1.247,8824.630,1117.440,-0.161,,,3Diddly's World: Katie's Corruption,38,5.820,5.780,,Katie's Corruption,Katie's Corruption,katiescorruptionkatiescorruption3diddlysworldkatiescorruption,6295
3945,v18676,-0.669,-0.150,-0.310,-0.655,9508.830,1450.169,-0.086,,,,30,5.820,5.770,牝贄狩～淫虐のアーケード街,,,牝贄狩淫虐のアーケード街nan,6296
6352,v31299,-1.280,-0.299,-0.406,-0.838,25237.286,1838.562,-0.113,,,My Cute Cousin,30,5.820,5.770,,My Cute Roommate,My Cute Roommate,mycuteroommatemycuteroommatemycutecousin,6297
129,v138,-5.410,-0.327,-0.583,-1.979,2240.856,1229.235,-0.231,,,Secret Wive's Club,621,5.810,5.810,人妻姫倶楽部,Secret Wives' Club,Secret Wives' Club,人妻姫倶楽部secretwivesclubsecretwivesclubsecretwivesclub,6298
140,v149,-2.747,-0.148,-0.274,-0.980,3836.654,1308.968,-0.104,,,I'm Gonna Nurse You 2,275,5.810,5.810,看護しちゃうぞ２　～女子寮は萌えているか～,Kango Shicyauzo 2 -Is The Sorority House Burning?-,Kango Shicyauzo 2 -Is The Sorority House Burning?-,看護しちゃうぞ女子寮は萌えているかkangoshicyauzo2isthesororityhouseburningkangoshicyauzo2isthesororityhouseburningimgonnanurseyou2,6299
1716,v6854,-3.204,-0.291,-0.432,-1.341,7682.440,1461.345,-0.150,,,,128,5.810,5.810,,My Magical Cosplay Cafe,My Magical Cosplay Cafe,mymagicalcosplaycafemymagicalcosplaycafenan,6300
6842,v41943,-2.191,-0.257,-0.449,-1.281,4307.943,1888.996,-0.186,,,,80,5.810,5.810,上司の巨乳騎士団長は俺の肉オナホ！～年下恋人から中出し漬けで寝取って孕ませ穴に！～,Virgin Knight is my Onahole Tonight,巨乳骑士团长是我的肉便器,上司の巨乳騎士団長は俺の肉オナホ年下恋人から中出し漬けで寝取って孕ませ穴にvirginknightismyonaholetonight巨乳骑士团长是我的肉便器nan,6301
6546,v32985,-2.166,-0.316,-0.405,-1.030,18746.795,1634.231,-0.123,,,,71,5.810,5.800,,Nothing Special,Nothing Special,nothingspecialnothingspecialnan,6302
2870,v13483,-1.657,-0.402,-0.659,-1.321,7292.357,1271.850,-0.134,,,Utterly Stuck In The Wall! 2,41,5.810,5.780,壁にはまってうごけない! 2,,,壁にはまってうごけない2utterlystuckinthewall2,6303
2874,v13488,-0.978,-0.213,-0.376,-0.800,6196.603,1095.297,-0.123,,,,36,5.810,5.770,ストッピング!!!4 熱血スポーツ編,,,ストッピング4熱血スポーツ編nan,6304
3155,v15006,-1.073,-0.155,-0.245,-0.618,15983.936,1309.128,-0.083,,,HVNCML,35,5.810,5.760,,,,hvncml,6305
4442,v20201,-2.255,-0.402,-0.726,-1.681,3773.869,1093.428,-0.240,,,,31,5.810,5.760,ヤン活！ ～ヤンデレ双子と骨の髄までイチャラブ生活する日々～,,,ヤン活ヤンデレ双子と骨の髄までイチャラブ生活する日nan,6306
3924,v18594,-1.768,-0.370,-0.516,-1.111,13816.934,997.333,-0.122,,,,31,5.810,5.750,,Death Room,Death Room,deathroomdeathroomnan,6307
51,v53,-8.036,-0.435,-0.689,-2.461,3334.430,1374.138,-0.275,,,[X] GENUFLECT,689,5.800,5.800,男土下座地獄,OMGWTFOTL,OMGWTFOTL,男土下座地獄omgwtfotlomgwtfotlxgenuflect,6308
3333,v15944,-2.888,-0.324,-0.576,-1.552,2966.341,1107.881,-0.224,,,Sacrament Sheep,149,5.800,5.800,サクラメントの十二宮 乱れる仔ひつじと手懐く狼,Sacrament of the Zodiac: The Confused Sheep and the Tamed Wolf,Sacrament of the Zodiac: The Confused Sheep and the Tamed Wolf,サクラメントの十二宮乱れる仔ひつじと手懐く狼sacramentofthezodiactheconfusedsheepandthetamedwolfsacramentofthezodiactheconfusedsheepandthetamedwolfsacramentsheep,6309
6744,v37308,-2.593,-0.244,-0.370,-1.146,7908.605,1367.670,-0.157,,,,144,5.800,5.800,,Trapped with Jester,Trapped with Jester,trappedwithjestertrappedwithjesternan,6310
5489,v25190,-0.894,-0.151,-0.233,-0.560,9111.290,1225.458,-0.062,,,,64,5.800,5.790,,Magebuster: Amorous Augury,Magebuster: Amorous Augury,magebusteramorousaugurymagebusteramorousaugurynan,6311
6020,v28719,-1.839,-0.210,-0.424,-1.238,4148.659,1045.040,-0.177,,,,64,5.800,5.790,夫より逞しいモノで突かれたら…～娘が連れてきた外国彼氏は母の私も女にさせた～,Deport This Dick! ~ It's Bigger Than My Husband's ~,被比丈夫还要粗长的东西插入后…～女儿的外国男让身为妈妈的我也为性堕落了～,夫より逞しいモノで突かれたら娘が連れてきた外国彼氏は母の私も女にさせたdeportthisdickitsbiggerthanmyhusbands被比丈夫还要粗长的东西插入后女儿的外国男让身为妈妈的我也为性堕落了nan,6312
2439,v11390,-2.313,-0.447,-0.790,-1.766,3333.882,1276.388,-0.272,,,,57,5.800,5.780,海蝕輪廻,,,海蝕輪廻nan,6313
2718,v12625,-0.974,-0.167,-0.285,-0.675,5307.524,1264.609,-0.101,,,,46,5.800,5.780,プリンセス・ウルティマ～痴女と呪いの指輪～,,,プリンセス・ウルティマ痴女と呪いの指輪nan,6314
3195,v15254,-0.728,-0.166,-0.209,-0.436,10740.619,1579.166,-0.037,,,My Girl-Girlfriend Became a Guy!? Bishonen and Bishojo CHANGE!,43,5.800,5.770,俺が♀で彼女が♂に!? 気弱美少年と完璧美少女がChange！ ～出さないで！自分のカラダで妊娠させられてイっちゃう！～,,,俺がで彼女がに気弱美少年と完璧美少女がchange出さないで自分のカラダで妊娠させられてイっちゃうmygirlgirlfriendbecameaguybishonenandbishojochange,6315
3916,v18573,-2.870,-0.470,-0.803,-1.960,3327.595,1152.855,-0.323,,,Daretodemo,50,5.800,5.770,ビッチ家族変態な日常 ～誰とでもヤれちゃう異常な世界～,,,ビッチ家族変態な日常誰とでもヤれちゃう異常な世界daretodemo,6316
746,v1496,-1.976,-0.446,-0.711,-1.487,5118.547,1208.324,-0.202,,,Lilith-Izm01 - Fellatio Version -,35,5.800,5.760,LILITH-IZM01～フェラ編～,,,lilithizm01フェラ編lilithizm01fellatioversion,6317
1452,v5128,-2.798,-0.406,-0.636,-1.585,15586.704,1289.207,-0.297,,,ヴァンパイアスウィーティ,42,5.800,5.760,Vampire Sweetie,,,vampiresweetieヴァンパイアスウィーティ,6318
6866,v43292,-3.070,-0.608,-0.866,-1.892,31719.886,1150.734,-0.354,,,タックスヘブン,34,5.800,5.760,,Tax Heaven 3000,Tax Heaven 3000,taxheaven3000taxheaven3000タックスヘブン,6319
2975,v14015,-1.756,-0.408,-0.698,-1.423,6920.917,1139.957,-0.204,,,Let's Make Adventurer's Town! 2,30,5.800,5.750,冒険者の町を作ろう！2,Village of Adventurers 2,Village of Adventurers 2,冒険者の町を作ろう2villageofadventurers2villageofadventurers2letsmakeadventurerstown2,6320
6346,v31221,-2.378,-0.438,-0.615,-1.432,20732.508,1476.347,-0.184,,,,30,5.800,5.750,,Personal Trainer,Personal Trainer,personaltrainerpersonaltrainernan,6321
3779,v18046,-2.074,-0.522,-0.753,-1.500,8683.884,1255.163,-0.214,,,The Married Young Wife From an Arranged Marriage Was a Trap,30,5.800,5.740,見合い結婚した幼妻が男の娘だった件,,,見合い結婚した幼妻が男の娘だった件themarriedyoungwifefromanarrangedmarriagewasatrap,6322
3191,v15250,-3.361,-0.462,-0.664,-1.678,8053.702,1076.290,-0.246,,,,101,5.790,5.790,ダンディーショット,Pub Encounter,Pub Encounter,ダンディーショットpubencounterpubencounternan,6323
3338,v15972,-5.383,-0.348,-0.524,-1.764,4099.882,1290.598,-0.201,,,,407,5.790,5.790,,Sweet Osmanthus,山桂,sweetosmanthus山桂nan,6324
5562,v25702,-1.521,-0.198,-0.417,-1.145,4181.817,1085.550,-0.158,,,,60,5.790,5.770,鬼作たち,,,鬼作たちnan,6325
2558,v12124,-1.620,-0.342,-0.563,-1.212,4470.862,1385.432,-0.178,,,,41,5.790,5.760,お前は獣人肉便器 ～タネヅケ無限ループ～,,,お前は獣人肉便器タネヅケ無限ループnan,6326
4650,v21062,-1.591,-0.320,-0.464,-1.007,11558.890,1215.872,-0.138,,,,44,5.790,5.760,,I Love Daddy,I Love Daddy,ilovedaddyilovedaddynan,6327
4803,v21550,-2.122,-0.351,-0.548,-1.307,9293.741,1327.909,-0.179,,,Единение Сердец,53,5.790,5.760,,,,,6328
6578,v33447,-1.127,-0.139,-0.272,-0.771,6046.712,1586.098,-0.112,,,,43,5.790,5.760,進軍ゴブリン軍団 〜人類総苗床化作戦〜,,,進軍ゴブリン軍団人類総苗床化作戦nan,6329
2167,v10093,-2.675,-0.436,-0.637,-1.542,8705.631,1104.444,-0.219,,,,35,5.790,5.750,,Twin Faces,Twin Faces,twinfacestwinfacesnan,6330
3335,v15949,-1.499,-0.224,-0.299,-0.746,9888.146,1129.109,-0.084,,,,40,5.790,5.750,,Garden of Oblivion,Garden of Oblivion,gardenofobliviongardenofoblivionnan,6331
1056,v2892,-2.558,-0.567,-0.847,-1.803,3864.805,979.542,-0.294,,,,32,5.790,5.740,人妻奴隷喫茶2,,,人妻奴隷喫茶2nan,6332
4600,v20812,-2.451,-0.310,-0.465,-1.239,29884.511,1343.196,-0.175,,,,32,5.790,5.740,超科学脱出 最果てのクロスアイズ,Parascientific Escape - Crossing at the Farthest Horizon,Parascientific Escape - Crossing at the Farthest Horizon,超科学脱出最果てのクロスアイズparascientificescapecrossingatthefarthesthorizonparascientificescapecrossingatthefarthesthorizonnan,6333
0,v1,-5.444,-0.279,-0.501,-1.768,2708.263,1205.304,-0.211,,,,680,5.780,5.780,みんなでニャンニャン,Let's Meow Meow!,Let's Meow Meow!,みんなでニャンニャンletsmeowmeowletsmeowmeownan,6334
3509,v16637,-2.953,-0.197,-0.342,-1.157,6762.278,1271.077,-0.148,,,,250,5.780,5.780,,Frosty Kiss,Frosty Kiss,frostykissfrostykissnan,6335
