idx,vid,total,percentage,simple,weighted_simple,pagerank,elo,entropy,pid,p_name,alias,c_votecount,c_rating,c_average,title_ja,title_en,title_zh,search,rank
3064,v14640,-1.130,-0.104,-0.175,-0.572,15023.652,1472.964,-0.061,,,,94,6.820,6.820,,Freak-Quency,Freak-Quency,freakquencyfreakquencynan,3752
3913,v18567,0.216,0.109,0.187,0.389,8838.171,1448.262,0.070,,,,232,6.820,6.820,,Syrup and the Ultimate Sweet,Syrup and the Ultimate Sweet,syrupandtheultimatesweetsyrupandtheultimatesweetnan,3753
4326,v19824,-0.838,-0.076,-0.175,-0.574,4228.722,1529.373,-0.063,,,My elf elder sister.,156,6.820,6.820,僕のエルフお姉さん,,,僕のエルフお姉さんmyelfeldersister,3754
4376,v19988,-1.133,-0.066,-0.129,-0.462,4489.164,1376.839,-0.057,,,Home Invasion,416,6.820,6.820,,Snow Daze: The Music of Winter,Snow Daze: The Music of Winter,snowdazethemusicofwintersnowdazethemusicofwinterhomeinvasion,3755
5078,v22619,-1.158,0.035,0.032,-0.176,7300.453,1324.320,-0.010,,,,428,6.820,6.820,,"one night, hot springs","one night, hot springs",onenighthotspringsonenighthotspringsnan,3756
5189,v23067,-2.749,0.014,0.017,-0.365,3947.170,1250.619,-0.013,,,,720,6.820,6.820,ろけらぶ - 同棲×後輩,Loca-Love: My Cute Roommate,恋爱定位Location Love同居×后辈,ろけらぶ同棲後輩localovemycuteroommate恋爱定位locationlove同居后辈nan,3757
5622,v26010,-1.376,0.082,0.068,-0.276,16131.538,1363.172,-0.058,,,,197,6.820,6.820,,Ethereal Enigma,Ethereal Enigma,etherealenigmaetherealenigmanan,3758
5795,v27236,-2.105,-0.037,-0.089,-0.552,4165.829,1218.075,-0.052,,,Oshi no Love yori Ren no Love\nOshiLove\n推しラブ\n오시러브,565,6.820,6.820,推しのラブより恋のラブ,OshiRabu: Waifus Over Husbandos,一生推不如一生恋,推しのラブより恋のラブoshirabuwaifusoverhusbandos一生推不如一生恋oshinoloveyorirennolovenoshiloven推しラブn,3759
6121,v29405,-2.203,-0.235,-0.455,-1.350,27897.097,1418.862,-0.169,,,,98,6.820,6.820,風見幽香とCBT,CBT With Yuuka Kazami,CBT With Yuuka Kazami,風見幽香とcbtcbtwithyuukakazamicbtwithyuukakazaminan,3760
6226,v30227,0.148,0.082,0.169,0.322,5918.438,1334.821,0.048,,,"Cumming, Cumming ~Failed Succubus' Retraining & Foreign Study Program~",152,6.820,6.820,イクイク♡サキュバス再教育～落第淫魔の交姦留学日誌～,Iku Iku Succubus,Iku Iku Succubus,イクイクサキュバス再教育落第淫魔の交姦留学日誌ikuikusuccubusikuikusuccubuscummingcummingfailedsuccubusretrainingforeignstudyprogram,3761
2344,v10947,-1.900,-0.386,-0.725,-1.611,3786.598,1391.412,-0.244,,,,30,6.810,6.920,もののけ淫妖譚 こんなに可愛い娘が人間のはずがない！,,,もののけ淫妖譚こんなに可愛い娘が人間のはずがないnan,3762
969,v2457,-0.296,-0.014,-0.076,-0.275,5933.091,1500.160,-0.054,,,,32,6.810,6.910,学園2～淫虐の図式～,,,学園2淫虐の図式nan,3763
3616,v17143,0.107,0.071,0.072,0.066,21673.250,1480.160,-0.027,,,,32,6.810,6.910,,WANTED: Dragon,WANTED: Dragon,wanteddragonwanteddragonnan,3764
4614,v20868,-0.333,-0.034,-0.098,-0.305,5953.821,1675.872,-0.042,,,,33,6.810,6.910,ネコのお姉ちゃんが教えてくれたコト,,,ネコのお姉ちゃんが教えてくれたコトnan,3765
6390,v31580,-1.360,-0.202,-0.347,-0.890,14819.509,1721.737,-0.100,,,Akiaka\nArc2\nアキアカ,33,6.810,6.910,アーキタイプ・アーカディア,,,アーキタイプ・アーカディアakiakanarc2nアキアカ,3766
5018,v22396,-1.678,-0.253,-0.488,-1.237,4673.237,1276.109,-0.199,,,,33,6.810,6.900,にゃんと素敵な夏色デイズ,,,にゃんと素敵な夏色デイズnan,3767
309,v479,-0.864,-0.132,-0.285,-0.739,7379.659,1510.416,-0.101,,,,42,6.810,6.880,オトメクライシス,,,オトメクライシスnan,3768
804,v1709,0.325,0.138,0.203,0.307,12748.831,1776.487,0.012,,,Pure Moe Angel - Idol Aiko,42,6.810,6.870,ぷる萌えンジェル アイドル・あいこ,,,ぷる萌えンジェルアイドル・あいこpuremoeangelidolaiko,3769
2083,v9641,-0.147,0.004,0.002,-0.064,6420.174,1648.347,-0.032,,,,48,6.810,6.860,瞳の烙淫2 ～絶対不可避の審媚眼～,,,瞳の烙淫2絶対不可避の審媚眼nan,3770
3550,v16839,-1.753,-0.315,-0.532,-1.284,31327.894,1903.676,-0.172,,,,50,6.810,6.860,,,,nan,3771
1120,v3139,-1.862,-0.254,-0.452,-1.187,10447.011,1789.498,-0.172,,,Moekko Company\nモエかん ～MOEKKO･COMPANY～,55,6.810,6.850,モエかん,,,モエかんmoekkocompanynモエかんmoekkocompany,3772
2580,v12200,-0.545,-0.071,-0.151,-0.425,5347.741,1591.211,-0.059,,,"Koi mo Ecchi mo Obenkyou mo, Omakase! Onee-chan-bu\n恋もえっちもお勉強も、おまかせ！お姉ちゃん部\nAne Club",55,6.810,6.850,恋もHもお勉強も、おまかせ！お姉ちゃん部,,,恋もhもお勉強もおまかせお姉ちゃん部koimoecchimoobenkyoumoomakaseoneechanbun恋もえっちもお勉強もおまかせお姉ちゃん部naneclub,3773
4256,v19605,-0.706,-0.092,-0.204,-0.557,5417.064,1483.336,-0.073,,,Burakon!,52,6.810,6.850,ブラコン!なずさおねーちゃんの性活保護,,,ブラコンなずさおねーちゃんの性活保護burakon,3774
6316,v31040,-0.688,-0.058,-0.117,-0.420,5617.471,1347.263,-0.059,,,Head-to-Head! Slut Club Sensation,50,6.810,6.850,ガチンコ！ビッチクラブ センセーション,,,ガチンコビッチクラブセンセーションheadtoheadslutclubsensation,3775
2402,v11145,-0.556,-0.083,-0.154,-0.406,6454.889,1612.144,-0.067,,,,63,6.810,6.840,メるヘン荘～ちょっぴり残念な娘達とメルヘン☆ドッキングな雑居生活～,,,メるヘン荘ちょっぴり残念な娘達とメルヘンドッキングな雑居生活nan,3776
5301,v24127,0.823,0.242,0.340,0.609,19671.496,1537.855,0.056,,,Vanilla Referee's Garden,61,6.810,6.840,バニラ 審判の園,VANILLA - GARDEN OF JUDGEMENT,香子兰·审判之庭,バニラ審判の園vanillagardenofjudgement香子兰审判之庭vanillarefereesgarden,3777
5885,v28097,-0.339,-0.037,0.017,-0.018,14227.532,1387.200,0.020,,,,58,6.810,6.840,,Slave Lords of the Galaxy,Slave Lords of the Galaxy,slavelordsofthegalaxyslavelordsofthegalaxynan,3778
561,v1073,-0.367,0.076,0.089,-0.042,10500.055,1814.869,-0.006,,,,64,6.810,6.830,青空の見える丘,,,青空の見える丘nan,3779
2782,v12931,0.176,0.106,0.148,0.214,13528.685,1539.608,0.012,,,,86,6.810,6.820,全裸登校訓練,Total Nudity School Training,Total Nudity School Training,全裸登校訓練totalnudityschooltrainingtotalnudityschooltrainingnan,3780
5186,v23048,-0.451,0.010,-0.009,-0.214,5421.421,1536.983,-0.019,,,Amakatsu,84,6.810,6.820,ボクのあまやかせいかつ－星湘町観光課、毎日えっちなロコドル活動！－,,,ボクのあまやかせいかつ星湘町観光課毎日えっちなロコドル活動amakatsu,3781
6775,v38510,-0.188,0.053,0.042,-0.046,16727.580,1936.705,-0.042,,,,75,6.810,6.820,,Girlfriend Simulator,Girlfriend Simulator,girlfriendsimulatorgirlfriendsimulatornan,3782
108,v117,-2.100,-0.063,-0.127,-0.565,3981.930,1320.693,-0.046,,,ぶれいぶそうる,745,6.810,6.810,Brave Soul,Brave Soul,Brave Soul,bravesoulbravesoulbravesoulぶれいぶそうる,3783
441,v812,-6.793,-0.006,-0.035,-0.697,2951.541,1425.515,-0.022,,,wtk,3569,6.810,6.810,わんことくらそう,,,わんことくらそうwtk,3784
547,v1056,0.602,0.236,0.415,0.889,7308.233,1816.235,0.130,,,ミス\n影探しADV MYTH-ミス-\nKage sagashi ADV MYTH,361,6.810,6.810,MYTH,MYTH,MYTH,mythmythmythミスn影探しadvmythミスnkagesagashiadvmyth,3785
3276,v15653,-2.470,-0.140,-0.318,-1.264,4282.935,1358.250,-0.130,,,少女弹奏恋爱的咏叹调\nLove aria PERFORMED BY THE Maiden\nOtokana,147,6.810,6.810,乙女が奏でる恋のアリア,,少女弹奏恋爱的咏叹调,乙女が奏でる恋のアリア少女弹奏恋爱的咏叹调少女弹奏恋爱的咏叹调nloveariaperformedbythemaidennotokana,3786
5109,v22725,-0.885,0.096,0.216,0.351,4801.077,1496.178,0.071,,,,395,6.810,6.810,家の妹,Uchikano: Living With My Sister,家有妹妹,家の妹uchikanolivingwithmysister家有妹妹nan,3787
5969,v28513,-1.601,-0.214,-0.448,-1.208,4307.598,1170.707,-0.163,,,,133,6.810,6.810,恋人スワッピング ～親友の恋人を俺は抱き、俺の恋人は親友に抱かれる〜,,,恋人スワッピング親友の恋人を俺は抱き俺の恋人は親友に抱かれるnan,3788
6510,v32706,-0.821,-0.009,-0.035,-0.287,4742.047,1514.077,-0.024,,,Sakusei Byoutou 2,210,6.810,6.810,搾精病棟 ～邪悪なるお局ナースが潜む病院で調教生活～,Nope Nope Nope Nurses,病房轶事～潜藏邪恶老鸟护士的住院生活～,搾精病棟邪悪なるお局ナースが潜む病院で調教生活nopenopenopenurses病房轶事潜藏邪恶老鸟护士的住院生活sakuseibyoutou2,3789
633,v1248,0.515,0.164,0.240,0.418,12988.922,1846.263,0.056,,,,33,6.800,6.900,こなゆき ふるり　～柚子原町カーリング部～,,,こなゆきふるり柚子原町カーリング部nan,3790
1449,v5101,-0.277,-0.041,-0.119,-0.305,8398.296,1536.683,-0.092,,,Reijoku no Yakata ~Innen 5 Shimai Juukanki~\n麗辱の館～淫緑五姉妹汁姦記～,31,6.800,6.900,麗辱の館 ～淫縁五姉妹汁姦記～,,,麗辱の館淫縁五姉妹汁姦記reijokunoyakatainnen5shimaijuukankin麗辱の館淫緑五姉妹汁姦記,3791
933,v2310,-1.167,-0.265,-0.409,-0.862,8251.393,1599.663,-0.122,,,,33,6.800,6.890,凌辱ゲリラ狩り2,,,凌辱ゲリラ狩り2nan,3792
5764,v26937,-0.434,-0.080,-0.167,-0.387,6834.192,1372.155,-0.054,,,,33,6.800,6.890,神聖昂燐アルカナルージュ～白濁と触手に穢されし魔法少女たち～,,,神聖昂燐アルカナルージュ白濁と触手に穢されし魔法少女たちnan,3793
1697,v6718,-0.982,-0.090,-0.209,-0.674,9784.246,1758.047,-0.105,,,,40,6.800,6.880,よめはぴ～You Make Happy！～,,,よめはぴyoumakehappynan,3794
6848,v42085,0.271,0.101,0.182,0.313,8651.636,1936.796,0.032,,,ワナクリ\nWanakuri,37,6.800,6.880,WANNABE→CREATORS,,,wannabecreatorsワナクリnwanakuri,3795
211,v254,-0.612,-0.055,-0.145,-0.450,8951.364,1478.552,-0.063,,,LL\nLikeLife\nライク・ライフ\nライク・ライフ アン・アワー,42,6.800,6.870,Like Life,,,likelifellnlikelifenライク・ライフnライク・ライフアン・アワー,3796
1479,v5270,-0.449,-0.075,-0.154,-0.390,6747.730,1471.652,-0.056,,,,38,6.800,6.870,凌辱セレブ妻 ～屈辱!!肉奴隷への堕落～,,,凌辱セレブ妻屈辱肉奴隷への堕落nan,3797
6924,v45754,-1.048,-0.194,-0.291,-0.681,16386.226,2176.812,-0.105,,,,41,6.800,6.870,,Unveiling the Unknown,Unveiling the Unknown,unveilingtheunknownunveilingtheunknownnan,3798
1553,v5715,0.176,0.133,0.229,0.356,18537.048,1877.205,0.051,,,,42,6.800,6.860,蜜柑,,,蜜柑nan,3799
2479,v11711,-1.231,-0.179,-0.328,-0.861,7482.085,1526.128,-0.134,,,ナイものねだりはもうお姉妹～姉妹×2＋俺、ひと夏の恋～,41,6.800,6.860,ナイものねだりはもうお姉妹,,,ナイものねだりはもうお姉妹ナイものねだりはもうお姉妹姉妹2俺ひと夏の恋,3800
4895,v21953,-0.289,-0.025,-0.050,-0.195,5376.388,1475.611,-0.035,,,,46,6.800,6.860,夏夜に悶える七人の誘女,,,夏夜に悶える七人の誘女nan,3801
5295,v24055,0.219,0.072,0.109,0.178,7298.331,1388.922,-0.009,,,,43,6.800,6.860,憑依彼女～ツキカノ,,,憑依彼女ツキカノnan,3802
6385,v31524,-0.607,-0.054,-0.107,-0.357,31639.514,1842.345,-0.105,,,,43,6.800,6.860,,Cabin Fever,Cabin Fever,cabinfevercabinfevernan,3803
6994,v48650,-1.796,-0.240,-0.464,-1.237,13855.681,2161.910,-0.164,,,,45,6.800,6.860,スカイコード,,,スカイコードnan,3804
2490,v11763,-1.454,-0.316,-0.581,-1.249,5525.397,1336.271,-0.180,,,,45,6.800,6.850,巨乳JKアイドル声優寝取られスタジオ,,,巨乳jkアイドル声優寝取られスタジオnan,3805
6021,v28730,-0.872,-0.046,-0.147,-0.529,26752.696,1571.768,-0.135,,,Konosuba\n为美好的世界献上祝福！～为欲望的服装献上宠爱！～,46,6.800,6.850,この素晴らしい世界に祝福を！ ～この欲望の衣装に寵愛を！～,KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!,为美好的世界献上祝福！～为欲望的服装献上宠爱！～,この素晴らしい世界に祝福をこの欲望の衣装に寵愛をkonosubagodsblessingonthiswonderfulworldlovefortheseclothesofdesire为美好的世界献上祝福为欲望的服装献上宠爱konosuban为美好的世界献上祝福为欲望的服装献上宠爱,3806
6507,v32690,-0.841,-0.111,-0.229,-0.657,5280.714,1414.172,-0.094,,,,45,6.800,6.850,サキュありアパート,,,サキュありアパートnan,3807
1018,v2698,-0.817,-0.148,-0.268,-0.609,6969.780,1391.959,-0.065,,,,60,6.800,6.830,催眠実験,,,催眠実験nan,3808
1127,v3192,-2.036,-0.249,-0.386,-1.051,15771.656,1440.333,-0.143,,,the Embodiment of Scarlet Devil for busy person\nThe Embodiment of Scarlet Devil for busy people\n忙しい人のための紅魔郷,58,6.800,6.830,忙しい人のためのこうまきょう,,,忙しい人のためのこうまきょうtheembodimentofscarletdevilforbusypersonntheembodimentofscarletdevilforbusypeoplen忙しい人のための紅魔郷,3809
2927,v13843,-0.409,0.010,0.021,-0.134,6454.870,1601.747,-0.035,,,umifra,61,6.800,6.830,海空のフラグメンツ,,,海空のフラグメンツumifra,3810
3484,v16526,0.053,0.090,0.169,0.310,17433.439,1683.189,0.055,,,,64,6.800,6.830,,Sanator: Scarlet Scarf,Sanator: Scarlet Scarf,sanatorscarletscarfsanatorscarletscarfnan,3811
6478,v32431,0.067,0.118,0.159,0.206,20569.228,1668.333,0.017,,,,63,6.800,6.830,,Graveyard Girls,Graveyard Girls,graveyardgirlsgraveyardgirlsnan,3812
413,v750,-0.271,0.044,0.032,-0.106,11548.165,1567.768,-0.018,,,First Love,73,6.800,6.820,初恋,,,初恋firstlove,3813
2995,v14122,-0.452,-0.029,-0.072,-0.287,5200.912,1524.932,-0.051,,,,69,6.800,6.820,援交ガールズコレクション  ～オヤジの夏は涼しいラブホでパコパコ編～,,,援交ガールズコレクションオヤジの夏は涼しいラブホでパコパコ編nan,3814
2814,v13045,0.195,0.112,0.170,0.262,16366.020,1509.179,0.009,,,UsoGeni,82,6.800,6.810,嘘つきジーニアス,,,嘘つきジーニアスusogeni,3815
696,v1390,-0.449,0.141,0.225,0.369,8570.938,1688.903,0.048,,,,348,6.800,6.800,浄火の紋章,,,浄火の紋章nan,3816
899,v2124,-1.949,-0.068,-0.115,-0.554,16595.203,1497.656,-0.067,,,,124,6.800,6.800,アナザーコード: R 記憶の扉,Another Code R: A Journey into Lost Memories,异色代码R记忆之门,アナザーコードr記憶の扉anothercoderajourneyintolostmemories异色代码r记忆之门nan,3817
2809,v13015,-1.750,-0.120,-0.239,-0.816,3204.407,1474.262,-0.082,,,Onmyou Kishi Towako ~Jashin no Inma Choukyou~\nDiviner Knight Towako ~Wicked Incubus Breaker~,359,6.800,6.800,陰陽騎士トワコ～蛇神の淫魔調教～,Diviner Knight Towako,Diviner Knight Towako,陰陽騎士トワコ蛇神の淫魔調教divinerknighttowakodivinerknighttowakoonmyoukishitowakojashinnoinmachoukyoundivinerknighttowakowickedincubusbreaker,3818
3279,v15662,-1.127,-0.146,-0.293,-0.811,4160.649,1395.021,-0.107,,,,106,6.800,6.800,ガチンコ！ビッチクラブ,,,ガチンコビッチクラブnan,3819
3549,v16817,0.057,0.156,0.214,0.341,11263.863,1482.964,0.043,,,,226,6.800,6.800,,Starlight Vega,Starlight Vega,starlightvegastarlightveganan,3820
4493,v20378,-0.741,0.059,0.107,0.043,5012.980,1456.756,0.015,,,,477,6.800,6.800,狼少女といっしょ,Wolf girl with you,Wolf girl with you,狼少女といっしょwolfgirlwithyouwolfgirlwithyounan,3821
5012,v22371,-0.040,0.212,0.303,0.434,13290.188,1642.590,0.080,,,,159,6.800,6.800,隣人 -Neighbor-,Neighbor,Neighbor,隣人neighborneighborneighbornan,3822
5291,v24002,-1.559,-0.004,-0.032,-0.438,8660.341,1332.646,-0.052,,,,190,6.800,6.800,イブニクル・ランス版,,,イブニクル・ランス版nan,3823
5347,v24381,-0.473,0.027,0.048,-0.088,4663.595,1413.505,-0.007,,,愛する妻、真理子の不倫報告～夫公認のガチ不倫SEX～\nPlease Bang My Wife 2,188,6.800,6.800,愛する妻、真理子の不倫報告 ～夫公認のガチ不倫ＳＥＸ～,,,愛する妻真理子の不倫報告夫公認のガチ不倫愛する妻真理子の不倫報告夫公認のガチ不倫sexnpleasebangmywife2,3824
5686,v26469,0.279,0.116,0.186,0.329,16068.912,1414.096,0.028,,,,108,6.800,6.800,,Corrupted Kingdoms,Corrupted Kingdoms,corruptedkingdomscorruptedkingdomsnan,3825
6685,v36017,-0.098,0.030,0.044,-0.012,5862.258,1718.284,-0.007,,,,123,6.800,6.800,遠恋中の年下彼女が女に飢えた雄猿共の学園で交尾相手にされてた。,My Girlfriend became the Plaything for a School of Deprived Male Goons,My Girlfriend became the Plaything for a School of Deprived Male Goons,遠恋中の年下彼女が女に飢えた雄猿共の学園で交尾相手にされてたmygirlfriendbecametheplaythingforaschoolofdeprivedmalegoonsmygirlfriendbecametheplaythingforaschoolofdeprivedmalegoonsnan,3826
4883,v21916,0.482,0.122,0.211,0.411,8714.435,1668.108,0.041,,,Shuugaku Ryokou de Harem\n修学旅行でハーレム,30,6.790,6.900,シューカツ！,,,シューカツshuugakuryokoudeharemn修学旅行でハーレム,3827
4797,v21532,-1.193,-0.181,-0.382,-0.983,6286.633,1295.004,-0.127,,,ウブな処女（オトメ）のエッチなお願い\nUbuttchi\nUbuoto,32,6.790,6.890,ウブな処女のエッチなお願い,,,ウブな処女のエッチなお願いウブな処女オトメのエッチなお願いnubuttchinubuoto,3828
6636,v34418,-0.735,-0.111,-0.235,-0.609,6763.892,1852.812,-0.080,,,Temptation of Demoness,37,6.790,6.870,深淵のラビリントス,Labyrinthos: Temptation of Demoness,Labyrinthos: Temptation of Demoness,深淵のラビリントスlabyrinthostemptationofdemonesslabyrinthostemptationofdemonesstemptationofdemoness,3829
3613,v17135,-0.240,-0.009,-0.028,-0.117,24027.673,1411.897,-0.042,,,AwaF,42,6.790,6.860,,April was a Fool,April was a Fool,aprilwasafoolaprilwasafoolawaf,3830
2485,v11725,-0.651,-0.121,-0.231,-0.538,8891.273,1826.530,-0.082,,,,41,6.790,6.850,LOあんぐる！！,,,loあんぐるnan,3831
2731,v12691,-0.712,-0.144,-0.256,-0.562,23441.434,1355.545,-0.086,,,,47,6.790,6.850,教えて先生 オトコの娘学園～イチャラブ！男の娘トライアングル～,,,教えて先生オトコの娘学園イチャラブ男の娘トライアングルnan,3832
4384,v20012,-1.950,-0.286,-0.476,-1.208,13716.221,1515.658,-0.232,,,Majikoi Spark,44,6.790,6.850,真剣で私に恋しなさい！！SPARK,,,真剣で私に恋しなさいsparkmajikoispark,3833
6577,v33422,-0.466,-0.016,-0.077,-0.304,26278.973,1740.481,-0.033,,,,46,6.790,6.850,,doomsday dreamgirl,doomsday dreamgirl,doomsdaydreamgirldoomsdaydreamgirlnan,3834
1582,v5918,-0.914,-0.050,-0.144,-0.569,12678.691,1843.948,-0.099,,,,46,6.790,6.840,Marguerite Sphere -マーガレット スフィア-,,,margueritesphereマーガレットスフィアnan,3835
3520,v16694,-0.782,-0.098,-0.180,-0.512,5280.035,1330.554,-0.062,,,妹(まい)どり～む！～ウチの妹は××になりたいらしい～\nSister Dream\nMai Dream,49,6.790,6.840,妹どり～む！ ～ウチの妹は××になりたいらしい～,,,妹どりむウチの妹はになりたいらしい妹まいどりむウチの妹はになりたいらしいnsisterdreamnmaidream,3836
4858,v21783,-0.676,0.058,0.048,-0.189,26371.006,1482.526,-0.045,,,サンドリヨンパリカ,49,6.790,6.840,Cendrillon palikA,,,cendrillonpalikaサンドリヨンパリカ,3837
2827,v13090,-1.945,-0.199,-0.391,-1.146,17429.312,1465.842,-0.166,,,K-Project\nK -eine weitere Geschichte-,54,6.790,6.830,学園K -Wonderful School Days-,,,学園kwonderfulschooldayskprojectnkeineweiteregeschichte,3838
6272,v30700,-0.615,-0.043,-0.095,-0.367,6464.765,1322.081,-0.060,,,iedeg\niegal,51,6.790,6.830,家出ギャルを拾ったので育ててみた,,,家出ギャルを拾ったので育ててみたiedegniegal,3839
272,v403,-1.524,-0.247,-0.417,-1.022,5589.673,1244.745,-0.150,,,Natsugami,58,6.790,6.820,夏神,,,夏神natsugami,3840
3060,v14614,0.063,0.035,0.061,0.083,6501.885,1602.712,0.003,,,,59,6.790,6.820,超催眠術学園,,,超催眠術学園nan,3841
417,v760,-1.315,-0.192,-0.349,-0.867,6392.753,1463.532,-0.120,,,Makai Tenshi Jiburiru\nJibril ~The Devil Angel~\nJiburiru - The Devil Angel,76,6.790,6.810,魔界天使ジブリール,,,魔界天使ジブリールmakaitenshijiburirunjibrilthedevilangelnjiburiruthedevilangel,3842
2237,v10462,-0.650,-0.096,-0.196,-0.497,4983.364,1412.402,-0.067,,,ウエディングブルー,68,6.790,6.810,Wedding Blue,,,weddingblueウエディングブルー,3843
3275,v15652,-0.745,-0.062,-0.171,-0.565,5940.917,1543.481,-0.073,,,ぶれブラ\nburebura,67,6.790,6.810,武想少女隊ぶれいど☆ブライダーズ,,,武想少女隊ぶれいどブライダーズぶれブラnburebura,3844
3544,v16794,-0.708,-0.145,-0.260,-0.580,5942.202,1271.608,-0.075,,,JxJ1,68,6.790,6.810,J×J 女子校生獣化計画 ～メス○公開生調教～,,,jj女子校生獣化計画メス公開生調教jxj1,3845
6475,v32387,-2.012,-0.234,-0.438,-1.276,4661.008,1383.450,-0.172,,,,65,6.790,6.810,義母との淫密～妻には言えない肉欲リモートワーク～,,,義母との淫密妻には言えない肉欲リモートワークnan,3846
2008,v8494,-1.402,-0.249,-0.401,-0.924,10398.133,1509.735,-0.135,,,,75,6.790,6.800,おとラブ～女装美少年限定！～,,,おとラブ女装美少年限定nan,3847
7078,v53835,-1.338,-0.120,-0.196,-0.637,28932.009,1939.805,-0.058,,,,79,6.790,6.800,,Love Angel Syndrome,Love Angel Syndrome,loveangelsyndromeloveangelsyndromenan,3848
875,v2021,-3.771,-0.129,-0.236,-1.019,5501.055,1236.517,-0.107,,,"スタスカ, sutasuka,",716,6.790,6.790,Starry☆Sky ~in Spring~,,,starryskyinspringスタスカsutasuka,3849
1114,v3126,-5.074,0.067,0.107,-0.192,4111.764,1416.111,0.031,,,,3454,6.790,6.790,,Everlasting Summer,永恒之夏,everlastingsummer永恒之夏nan,3850
1648,v6475,-0.883,0.012,-0.001,-0.296,10486.070,1595.370,-0.049,,,101 Ways to Commit Suicide\nThe 101 Methods of Suicide\nJisatsu 101,165,6.790,6.790,ジサツのための１０１の方法,,自杀的101种方法,ジサツのためのの方法自杀的101种方法101waystocommitsuicidenthe101methodsofsuicidenjisatsu101,3851
2684,v12505,-1.006,0.043,0.058,-0.113,4494.603,1615.528,0.012,,,にゃんカフ\nNyancafe,289,6.790,6.790,にゃんカフェマキアート ～猫がいるカフェのえっち事情～,Nyan Café Macchiato ~Sexy Times at the Cat Café~,Nyan Café Macchiato ~Sexy Times at the Cat Café~,にゃんカフェマキアート猫がいるカフェのえっち事情nyancafmacchiatosexytimesatthecatcafnyancafmacchiatosexytimesatthecatcafにゃんカフnnyancafe,3852
3527,v16720,-0.427,0.007,-0.020,-0.229,5352.239,1524.399,-0.030,,,,119,6.790,6.790,母さんのオトコ ～野獣のような男に牝の悦びを覚えさせられる最愛の母～,,,母さんのオトコ野獣のような男に牝の悦びを覚えさせられる最愛の母nan,3853
3809,v18162,-2.796,-0.020,-0.036,-0.524,6366.122,1364.665,-0.037,,,セブンスカーレット\nセブスカ,561,6.790,6.790,7'scarlet,,,7scarletセブンスカーレットnセブスカ,3854
4260,v19611,-0.891,0.108,0.157,0.021,11263.837,1752.523,-0.007,,,,156,6.790,6.790,Rewrite オカ研活動記録外伝,,Rewrite 超自研活动记录外传,rewriteオカ研活動記録外伝rewrite超自研活动记录外传nan,3855
5120,v22760,-3.373,-0.316,-0.618,-1.913,2731.923,1079.836,-0.234,,,,293,6.790,6.790,貸し出し妻、真由美の“ネトラセ”報告 敏感妻と不倫出張,Mayumi's Cuckolding Report,Mayumi's Cuckolding Report,貸し出し妻真由美のネトラセ報告敏感妻と不倫出張mayumiscuckoldingreportmayumiscuckoldingreportnan,3856
5268,v23714,-1.300,-0.127,-0.204,-0.635,10178.302,1363.249,-0.068,,,,116,6.790,6.790,,Dark Nights,Dark Nights,darknightsdarknightsnan,3857
6231,v30235,-2.272,-0.077,-0.191,-0.885,3548.882,1334.398,-0.090,,,,501,6.790,6.790,搾精病棟 ～性格最悪のナースしかいない病院で射精管理生活～,Nope Nope Nurses,病房轶事 ～只有恶质护士存在的医院～,搾精病棟性格最悪のナースしかいない病院で射精管理生活nopenopenurses病房轶事只有恶质护士存在的医院nan,3858
6403,v31673,-0.364,0.018,0.022,-0.068,7474.129,1459.656,0.003,,,,139,6.790,6.790,女装創世記,Trap Genesis,女装创世记,女装創世記trapgenesis女装创世记nan,3859
6548,v32988,0.189,0.079,0.166,0.299,5323.010,1462.277,0.053,,,凛とした最愛妻（つま）は、人知れず淫乱ら（みだら）妻へと堕ちて\nRintsuma,169,6.790,6.790,凛とした最愛妻は、人知れず淫乱ら妻へと堕ちて ～他の男を受け挿れ拡げられた濡れ穴は、もう俺のモノでは埋められない～,,,凛とした最愛妻は人知れず淫乱ら妻へと堕ちて他の男を受け挿れ拡げられた濡れ穴はもう俺のモノでは埋められない凛とした最愛妻つまは人知れず淫乱らみだら妻へと堕ちてnrintsuma,3860
247,v321,-1.002,-0.182,-0.316,-0.742,8825.692,1267.015,-0.148,,,Enjoi\nエンジョイ,30,6.780,6.890,艶女医～2人のエッチな女医とエロエロ研修体験～,,,艶女医2人のエッチな女医とエロエロ研修体験enjoinエンジョイ,3861
1337,v4371,-1.167,-0.249,-0.483,-1.051,4631.153,1651.765,-0.158,,,,30,6.780,6.890,輪罠II～Gang Rape～,,,輪罠iigangrapenan,3862
6001,v28645,-0.891,-0.082,-0.203,-0.662,6317.246,1200.155,-0.100,,,,32,6.780,6.880,アママネ2,,,アママネ2nan,3863
4473,v20325,-1.278,-0.246,-0.494,-1.114,5301.543,1282.705,-0.151,,,Privedrei DM,35,6.780,6.870,遊聖天使プリマヴェールDrei ダークミッション,,,遊聖天使プリマヴェールdreiダークミッションprivedreidm,3864
4648,v21036,-1.373,-0.152,-0.249,-0.725,29373.921,1559.390,-0.110,,,,35,6.780,6.870,あの夜からキミに恋してた,Irresistible Mistakes,Irresistible Mistakes,あの夜からキミに恋してたirresistiblemistakesirresistiblemistakesnan,3865
