idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std,vid,collection,l1,l2,l3,l4,l5
0,9,18,40,66,122,144,102,68,23,15,607,5.796,1.840,v1,1527,73,581,72,70,483
1,9,10,20,69,115,198,365,535,273,165,1759,7.430,1.679,v2,4810,207,1671,225,133,2048
2,15,11,22,61,118,402,1015,2034,1083,429,5190,7.854,1.319,v3,12310,622,5291,595,204,4791
3,47,36,60,103,166,388,748,1889,2819,3697,9953,8.697,1.531,v4,19805,1695,7782,1348,404,7647
4,21,20,43,60,138,302,660,1762,2690,2475,8171,8.641,1.405,v5,19439,1811,9477,1479,436,5269
5,3,2,11,26,38,51,47,28,3,2,211,5.877,1.633,v6,11623,570,6379,588,186,3144
6,37,26,48,110,191,548,1428,2940,2724,1571,9623,8.174,1.433,v7,29585,3529,15991,2027,646,6113
7,0,3,6,16,36,89,109,52,23,6,340,6.612,1.429,v8,7301,278,2908,276,89,3294
8,10,20,33,67,140,343,454,352,194,123,1736,6.996,1.719,v9,16678,867,7580,967,387,5860
9,23,26,47,144,270,675,1374,1851,984,440,5834,7.520,1.518,v10,3846,228,623,241,116,2306
10,108,48,100,160,239,556,1368,3664,5216,4954,16413,8.594,1.503,v11,21856,1947,11780,1102,331,5733
11,15,23,40,92,134,267,569,764,466,240,2610,7.475,1.705,v12,3879,167,1374,174,80,1588
12,14,9,21,42,51,163,361,858,711,620,2850,8.241,1.534,v13,2407,121,959,95,108,786
13,91,110,173,245,373,652,902,710,368,260,3884,6.564,2.087,v14,995,31,131,56,30,582
14,3,14,11,31,40,106,139,133,44,13,534,6.717,1.710,v15,13808,521,7998,482,122,3851
15,0,0,0,0,4,14,17,10,4,1,50,6.980,1.140,v16,2582,114,769,116,61,1195
16,22,27,46,101,178,383,825,1809,2162,2313,7866,8.472,1.531,v17,6966,348,1969,368,142,3561
17,1,2,0,4,6,23,42,29,11,10,128,7.141,1.604,v18,532,11,188,11,16,217
18,0,1,1,6,15,31,65,58,34,25,236,7.479,1.528,v19,12150,631,5294,631,411,4388
19,2,2,13,18,41,135,236,318,119,52,936,7.392,1.428,v20,3244,212,1334,139,82,1084
20,0,5,7,9,19,52,71,110,38,22,333,7.246,1.631,v21,6151,334,3086,376,119,1778
21,5,6,8,19,41,92,172,216,105,48,712,7.347,1.619,v22,3470,81,2418,104,23,615
22,1,1,0,5,6,25,32,55,37,21,183,7.705,1.579,v23,2764,126,803,138,72,1282
23,74,29,73,102,141,318,663,1942,3244,4902,11488,8.858,1.496,v24,1028,23,494,18,22,293
24,1,1,1,1,0,6,11,26,9,2,58,7.448,1.663,v25,1176,13,638,15,26,280
25,2,3,4,11,20,77,105,168,121,47,558,7.642,1.534,v26,14382,689,6153,707,311,5661
26,20,43,75,165,309,724,1165,699,293,99,3592,6.752,1.581,v28,787,37,150,37,36,395
27,5,7,10,27,90,234,392,474,224,87,1550,7.376,1.456,v29,506,24,161,16,14,200
28,1,2,11,25,60,103,134,102,65,28,531,6.921,1.647,v30,12421,662,4073,792,487,5637
29,13,48,66,131,212,254,174,83,37,9,1027,5.570,1.770,v31,4580,260,2584,309,72,1004
30,1,1,5,5,10,28,51,41,15,9,166,7.024,1.621,v32,3700,170,1439,173,97,1379
31,7,14,18,68,109,368,807,1242,698,327,3658,7.723,1.419,v33,200,7,78,4,11,46
32,14,14,35,101,188,603,1445,2609,1693,759,7461,7.897,1.364,v34,3003,139,951,148,69,1400
33,5,10,14,40,88,202,258,176,69,17,879,6.694,1.542,v35,830,32,312,26,24,321
34,9,11,23,52,62,224,446,737,472,292,2328,7.795,1.563,v36,17929,866,10138,599,187,5203
35,5,2,3,5,8,36,55,120,93,43,370,7.854,1.644,v37,18593,1211,10318,856,265,5111
36,5,3,11,32,46,123,279,701,595,321,2116,8.160,1.400,v38,30170,1144,20527,867,459,5948
37,2,5,4,15,37,76,104,48,18,12,321,6.601,1.576,v39,2292,102,191,85,20,1560
38,1,8,10,20,24,47,40,19,6,1,176,5.824,1.731,v40,2537,153,431,146,73,1431
39,1,4,8,17,9,8,5,4,1,3,60,5.000,2.066,v41,3778,140,1632,129,50,1435
40,3,2,4,10,10,8,6,3,2,2,50,5.220,2.147,v42,1751,107,506,89,101,679
41,12,33,59,90,129,199,106,57,30,13,728,5.566,1.862,v43,4542,208,1847,202,145,1656
42,16,31,68,157,302,727,1352,1557,876,340,5426,7.369,1.558,v44,3588,278,1646,201,78,1066
43,2,4,8,6,19,51,127,257,186,72,732,7.921,1.436,v45,1414,78,480,107,89,469
44,4,12,29,67,136,308,344,248,122,44,1314,6.728,1.608,v46,2678,149,870,174,104,1122
45,7,18,26,65,133,381,821,978,382,145,2956,7.372,1.427,v47,6931,227,2438,203,98,3480
46,0,2,1,2,12,29,52,33,10,8,149,7.027,1.433,v48,264,10,115,5,8,57
47,5,11,20,64,218,485,737,298,77,43,1958,6.644,1.328,v49,22143,1494,10915,1340,578,6938
48,8,13,31,60,102,296,753,1593,1224,813,4893,8.137,1.418,v50,6908,474,1623,440,190,3679
49,5,7,19,43,65,167,253,202,103,46,910,6.977,1.658,v51,4180,255,1154,270,219,1846
50,2,5,14,29,51,108,156,96,47,15,523,6.704,1.617,v52,5811,334,2063,341,189,2339
51,18,40,40,46,112,132,120,42,42,32,624,5.814,2.157,v53,12750,757,5809,785,429,4322
52,4,8,14,35,63,92,109,74,33,8,440,6.366,1.737,v54,7260,427,2519,490,248,3031
53,2,1,5,4,11,6,3,3,0,1,36,5.028,1.936,v55,5595,322,1420,337,134,2907
54,0,4,5,19,14,40,50,20,5,4,161,6.236,1.632,v56,5645,213,1848,172,100,2875
55,12,16,29,70,112,307,855,2054,2033,696,6184,8.164,1.319,v57,3076,261,585,194,76,1499
56,3,11,18,33,23,25,15,2,0,1,131,4.634,1.663,v58,10370,726,4620,697,376,3169
57,0,1,4,11,13,15,7,4,0,0,55,5.346,1.404,v59,7854,355,2749,315,88,3833
58,3,6,12,29,28,31,40,21,6,8,184,5.842,1.984,v60,1329,87,376,57,54,564
59,0,2,2,8,17,35,50,34,15,9,172,6.884,1.581,v61,11198,946,2863,890,361,5582
60,3,3,8,7,6,8,1,0,2,1,39,4.462,2.098,v62,0,0,0,0,0,0
61,2,1,1,9,6,4,2,5,3,1,34,5.529,2.265,v63,1573,99,176,91,53,956
62,1,2,13,41,58,120,115,76,41,12,479,6.514,1.615,v64,3071,120,493,141,81,1866
63,2,1,0,1,1,4,15,9,8,1,42,7.048,1.976,v65,16845,986,6597,848,298,7312
64,30,34,56,109,162,334,651,1174,1072,639,4261,7.863,1.735,v66,6667,367,3043,343,350,1984
65,34,20,32,54,112,275,739,2389,2976,2274,8905,8.580,1.339,v67,1097,6,716,8,18,197
66,27,13,29,52,63,179,419,1273,2100,2260,6415,8.785,1.381,v68,2886,166,1075,136,79,1138
67,4,7,11,24,46,143,333,386,174,116,1244,7.540,1.500,v69,4793,249,1934,274,142,1770
68,6,9,30,46,85,274,522,775,443,146,2336,7.563,1.473,v70,4389,276,2113,164,101,1420
69,3,12,20,59,123,313,501,369,165,43,1608,6.959,1.470,v71,2303,89,1221,70,40,661
70,0,1,3,7,14,18,23,4,1,3,74,6.068,1.562,v72,2616,140,1296,80,44,822
71,7,7,2,8,14,41,40,44,19,17,199,6.774,2.116,v73,1622,70,791,56,26,494
72,8,12,11,28,46,112,239,450,276,79,1261,7.634,1.560,v74,1945,91,903,61,18,674
73,2,0,1,0,2,4,18,29,17,5,78,7.692,1.620,v76,26494,2604,15569,2261,983,4129
74,1,2,0,4,4,13,12,12,8,3,59,6.797,1.929,v79,4633,289,898,290,102,2664
75,1,0,2,3,7,13,12,15,4,0,57,6.526,1.645,v80,232,3,116,4,5,56
76,2,4,7,28,59,146,320,264,110,28,968,7.165,1.381,v82,7412,531,1623,483,149,4139
77,3,0,9,7,14,26,33,58,15,8,173,6.902,1.839,v83,494,11,280,4,8,105
78,3,6,5,18,65,186,528,688,323,60,1882,7.572,1.231,v84,7182,375,1826,379,162,3803
79,2,2,1,2,10,8,12,8,4,1,50,6.180,2.017,v85,930,10,340,13,17,422
80,0,2,0,3,7,9,28,33,9,1,92,7.130,1.439,v86,368,5,190,1,10,86
81,2,5,5,15,33,79,202,267,102,38,748,7.452,1.410,v87,1403,100,400,64,40,623
82,9,11,20,40,80,154,365,746,728,424,2577,8.106,1.535,v88,2247,126,785,92,55,944
83,0,0,0,2,0,3,10,8,3,3,29,7.483,1.453,v89,1634,99,642,74,46,628
84,3,2,1,5,5,10,34,41,13,3,117,7.077,1.774,v90,256,9,79,5,7,102
85,2,9,10,14,36,80,72,49,23,7,302,6.420,1.736,v91,26871,2282,14515,1803,364,6837
86,124,50,69,93,121,243,454,1251,2254,5295,9954,8.970,1.667,v92,13943,1096,4304,640,225,6823
87,77,91,166,404,619,1599,2802,2684,990,421,9853,7.030,1.619,v93,1502,76,362,70,38,786
88,6,7,8,9,14,26,75,156,122,54,477,7.793,1.781,v94,1600,89,663,64,31,587
89,4,5,16,28,42,77,150,256,142,105,825,7.602,1.738,v96,679,29,267,22,14,239
90,133,109,166,308,532,1397,2960,5585,4729,2732,18651,7.957,1.612,v97,1057,39,362,32,27,446
91,1,1,3,5,8,22,36,83,39,49,247,7.939,1.647,v98,320,10,99,11,17,94
92,2,3,12,25,28,105,151,133,43,19,521,6.933,1.552,v99,3044,95,302,92,32,2185
93,1,0,1,5,3,15,22,49,23,12,131,7.649,1.558,v100,1824,87,946,109,56,425
94,3,31,39,52,103,112,117,48,26,18,549,5.818,1.930,v101,7001,445,3866,302,187,1759
95,2,2,4,10,15,19,66,111,72,43,344,7.776,1.648,v102,3115,229,1505,222,120,798
96,6,4,16,32,71,206,347,516,331,115,1644,7.583,1.493,v103,287,4,111,3,5,80
97,21,23,34,56,95,153,188,101,31,8,710,6.013,1.883,v105,86,3,38,1,0,18
98,1,1,2,15,40,104,157,108,37,8,473,6.911,1.314,v106,5623,214,2929,190,45,1842
99,0,0,2,10,24,17,15,9,2,2,81,5.963,1.503,v108,6916,393,2197,262,116,3505
100,1,3,12,35,44,81,58,26,14,3,277,5.989,1.591,v109,239,2,142,1,4,35
101,0,4,9,27,33,91,64,32,18,8,286,6.294,1.612,v110,497,8,295,6,5,104
102,2,4,18,40,56,138,109,41,16,4,428,6.091,1.505,v111,454,9,250,10,9,104
103,1,9,28,49,79,105,70,31,6,5,383,5.655,1.598,v112,4774,130,2011,114,32,2200
104,0,2,7,24,54,87,112,40,25,6,357,6.448,1.465,v113,3340,202,692,201,79,1873
105,11,21,33,77,131,232,255,186,114,62,1122,6.619,1.873,v114,14452,1072,6124,763,271,5438
106,0,7,12,24,51,63,41,35,11,6,250,6.020,1.724,v115,5319,285,840,203,106,3456
107,6,16,29,53,102,153,162,64,27,11,623,6.042,1.708,v116,1612,93,462,74,56,744
108,1,4,7,28,71,146,203,135,43,26,664,6.809,1.476,v117,1468,90,546,53,43,363
109,0,11,23,59,113,178,115,50,16,7,572,5.907,1.506,v118,1697,83,649,93,47,628
110,4,7,25,45,99,202,196,132,74,33,817,6.614,1.687,v119,1792,128,504,98,54,812
111,4,13,18,39,65,55,25,15,3,5,242,5.236,1.750,v120,2719,200,700,156,82,1283
112,1,2,6,12,28,64,79,48,15,6,261,6.617,1.503,v121,1669,97,318,70,25,911
113,2,13,13,16,33,51,26,17,6,6,183,5.650,1.947,v122,648,17,51,16,9,437
114,4,6,27,67,60,93,96,20,10,3,386,5.635,1.633,v123,3370,183,1532,187,65,1197
115,9,11,12,25,33,70,91,47,33,13,344,6.372,2.002,v124,3154,211,789,130,47,1467
116,2,1,9,14,25,49,61,33,17,6,217,6.498,1.685,v125,1438,71,268,74,37,795
117,6,20,28,50,52,61,46,18,9,6,296,5.280,1.942,v126,3464,274,918,200,128,1609
118,19,44,72,70,42,38,34,9,5,2,335,4.227,1.926,v127,1202,92,244,69,31,573
119,3,8,21,41,92,142,101,65,38,9,520,6.186,1.685,v128,589,40,113,30,21,195
120,5,11,21,40,68,95,117,44,24,15,440,6.130,1.821,v129,1526,57,371,69,30,795
121,8,12,29,35,90,151,219,105,53,25,727,6.486,1.750,v130,4257,403,1003,264,128,2045
122,1,2,3,5,10,29,44,53,55,27,229,7.664,1.702,v131,5389,225,2706,192,31,1825
123,1,5,17,42,89,149,123,43,15,8,492,6.075,1.475,v132,781,33,238,57,6,329
124,4,10,26,63,117,173,107,48,17,16,581,5.892,1.641,v133,1019,46,207,46,22,531
125,2,9,18,56,101,141,104,60,15,9,515,5.984,1.591,v134,3692,174,737,210,65,2083
126,5,27,37,65,73,70,76,37,19,10,419,5.523,2.004,v135,1924,105,532,123,55,829
127,6,23,39,72,91,178,161,85,39,12,706,6.031,1.802,v136,2157,99,442,75,42,1237
128,1,4,17,39,47,85,55,12,7,4,271,5.701,1.550,v137,1507,115,326,95,48,741
129,3,12,26,73,97,147,91,46,18,13,526,5.819,1.699,v138,1723,100,667,71,42,623
130,5,7,11,23,27,64,80,60,34,8,319,6.549,1.868,v139,550,31,97,34,3,266
131,2,2,9,22,34,79,51,20,12,5,236,6.102,1.597,v140,1111,62,296,52,18,513
132,4,14,27,55,93,81,46,27,5,3,355,5.344,1.657,v141,187,9,52,8,2,59
133,1,13,26,60,68,105,71,32,9,8,393,5.672,1.704,v142,1490,92,376,72,21,689
134,3,19,16,23,39,59,40,20,12,4,235,5.609,1.968,v143,8810,797,3396,555,260,3165
135,0,5,0,7,11,7,8,4,2,0,44,5.477,1.840,v144,173,5,43,3,2,73
136,3,5,20,17,49,106,128,73,22,7,430,6.442,1.598,v145,955,30,283,21,16,500
137,0,1,6,6,9,28,31,21,11,6,119,6.731,1.714,v146,650,21,67,16,10,429
138,2,3,3,8,17,37,75,123,77,30,375,7.621,1.573,v147,2445,166,782,111,57,1065
139,4,14,30,41,61,93,78,30,12,6,369,5.699,1.794,v148,1358,96,294,57,29,641
140,0,4,9,30,51,81,39,25,7,6,252,5.921,1.559,v149,1345,104,282,72,29,646
141,0,1,7,14,22,46,83,73,28,17,291,7.051,1.588,v151,763,40,98,29,10,425
142,0,2,4,12,33,47,43,17,4,3,165,6.146,1.437,v152,1391,77,258,60,25,735
143,10,20,36,58,108,132,110,38,25,9,546,5.698,1.823,v153,461,9,154,6,3,209
144,2,7,37,66,102,189,180,87,30,16,716,6.175,1.626,v154,354,14,122,22,10,136
145,5,4,22,34,70,196,339,448,242,95,1455,7.441,1.529,v155,974,61,248,58,27,409
146,5,15,33,70,146,339,586,531,227,43,1995,7.018,1.495,v156,1231,84,388,52,36,477
147,3,17,30,61,97,150,133,81,40,22,634,6.175,1.823,v157,2958,145,1094,121,47,1198
148,2,21,47,82,137,189,148,53,27,18,724,5.822,1.720,v158,851,59,177,55,25,376
149,2,14,25,34,30,14,7,3,1,2,132,4.371,1.685,v159,7514,467,2985,373,136,2950
150,3,5,11,22,19,14,11,3,2,4,94,5.021,2.000,v160,1735,74,371,68,35,925
151,0,0,1,0,5,11,12,4,1,2,36,6.639,1.377,v161,1354,81,469,65,28,472
152,1,1,0,1,4,12,20,36,20,14,109,7.771,1.589,v163,1677,64,241,62,25,1051
153,4,2,11,27,82,228,490,506,208,84,1642,7.379,1.358,v165,0,0,0,0,0,0
154,0,0,0,5,7,8,6,3,1,3,33,6.303,1.732,v166,2140,112,686,87,34,904
155,2,7,16,39,61,117,171,131,46,15,605,6.671,1.626,v167,233,17,43,10,5,118
156,2,0,4,6,8,36,23,19,6,3,107,6.458,1.665,v169,0,0,0,0,0,0
157,1,1,2,5,3,16,17,5,2,8,60,6.617,2.009,v172,1083,84,120,14,6,704
158,2,2,2,16,5,5,9,1,4,4,50,5.560,2.334,v173,998,67,186,45,22,524
159,2,10,17,30,68,202,308,223,88,17,965,6.888,1.459,v174,0,0,0,0,0,0
160,2,0,0,1,8,12,15,7,5,3,53,6.679,1.810,v175,878,59,169,48,19,449
161,0,0,1,2,3,7,19,10,3,5,50,7.160,1.541,v176,1014,49,291,27,8,537
162,0,0,3,3,2,13,23,15,9,5,73,7.137,1.616,v177,4810,207,1671,225,133,2048
163,1,1,1,3,7,12,27,22,7,10,91,7.176,1.758,v178,12310,622,5291,595,204,4791
164,2,0,0,1,3,4,11,10,9,1,41,7.146,1.920,v179,19439,1811,9477,1479,436,5269
165,0,1,0,2,3,9,20,21,7,5,68,7.353,1.483,v180,11623,570,6379,588,186,3144
166,1,0,1,2,4,7,19,30,7,3,74,7.297,1.522,v181,29585,3529,15991,2027,646,6113
167,1,1,1,1,3,20,57,138,47,16,285,7.828,1.174,v182,16678,867,7580,967,387,5860
168,12,20,25,56,112,253,508,830,355,115,2286,7.423,1.539,v183,995,31,131,56,30,582
169,1,1,1,3,9,19,31,52,7,7,131,7.199,1.505,v184,13808,521,7998,482,122,3851
170,0,0,2,1,7,11,26,34,9,6,96,7.354,1.414,v185,6151,334,3086,376,119,1778
171,0,0,1,2,2,4,12,9,8,7,45,7.622,1.716,v188,3470,81,2418,104,23,615
172,0,2,8,19,42,48,48,22,5,5,199,6.075,1.556,v190,1028,23,494,18,22,293
173,1,1,1,4,10,15,35,15,14,7,103,7.019,1.712,v192,345,10,133,6,6,119
174,0,2,2,4,8,15,37,47,20,6,141,7.312,1.535,v193,178,5,56,6,3,47
175,4,6,9,25,41,170,256,217,67,26,821,7.015,1.446,v195,30170,1144,20527,867,459,5948
176,0,1,1,4,5,20,17,22,6,8,84,7.083,1.671,v196,3778,140,1632,129,50,1435
177,0,1,1,1,2,8,10,6,1,3,33,6.788,1.754,v198,21994,2445,8704,2391,663,6533
178,0,0,2,1,5,5,13,15,12,6,59,7.525,1.681,v200,19805,1695,7782,1348,404,7647
179,2,6,9,14,36,125,192,111,37,14,546,6.835,1.439,v201,19439,1811,9477,1479,436,5269
180,2,9,3,16,28,83,126,89,39,10,405,6.854,1.579,v202,11623,570,6379,588,186,3144
181,0,0,0,1,3,7,14,11,2,1,39,7.051,1.197,v205,29585,3529,15991,2027,646,6113
182,1,1,16,27,42,88,134,65,38,18,430,6.691,1.638,v206,16678,867,7580,967,387,5860
183,0,0,1,6,2,6,15,9,4,2,45,6.800,1.668,v207,1354,72,498,62,76,461
184,1,5,5,20,35,31,12,6,2,1,118,5.314,1.539,v209,995,31,131,56,30,582
185,11,7,16,41,61,111,207,346,250,136,1186,7.618,1.759,v210,9560,636,3494,676,216,3874
186,32,43,80,182,241,575,1275,2979,3423,2029,10859,8.251,1.506,v211,13808,521,7998,482,122,3851
187,1,1,1,4,7,23,11,14,4,7,73,6.712,1.854,v212,2582,114,769,116,61,1195
188,0,0,1,2,1,4,7,9,7,1,32,7.312,1.629,v214,6966,348,1969,368,142,3561
189,0,0,0,1,0,5,16,11,2,2,37,7.351,1.120,v218,532,11,188,11,16,217
190,5,1,1,6,19,46,103,145,77,17,420,7.498,1.463,v221,3890,126,626,163,69,2475
191,1,13,16,28,55,43,27,9,0,3,195,5.185,1.641,v222,6151,334,3086,376,119,1778
192,1,3,3,11,11,14,9,6,1,1,60,5.483,1.812,v224,3470,81,2418,104,23,615
193,1,0,8,12,16,22,8,4,2,1,74,5.419,1.619,v225,11255,887,5061,792,188,3904
194,2,6,14,20,9,10,4,1,0,1,67,4.284,1.673,v227,1028,23,494,18,22,293
195,0,0,1,1,0,3,7,15,7,2,36,7.694,1.411,v228,513,26,130,16,20,212
196,3,1,11,25,20,13,8,3,1,1,86,4.826,1.658,v229,345,10,133,6,6,119
197,1,0,4,10,28,52,64,39,12,7,217,6.650,1.483,v230,444,16,25,19,12,291
198,7,17,19,40,81,208,404,598,305,104,1783,7.464,1.543,v231,12421,662,4073,792,487,5637
199,5,1,3,12,13,66,135,206,83,21,545,7.477,1.409,v232,18691,2238,9160,1437,326,4848
200,3,0,2,3,6,9,23,45,30,26,147,7.864,1.824,v234,11879,775,6969,495,93,2961
201,4,4,9,18,26,53,60,38,10,8,230,6.317,1.806,v235,17929,866,10138,599,187,5203
202,4,4,11,26,48,128,175,137,56,28,617,6.908,1.601,v236,18593,1211,10318,856,265,5111
203,9,16,32,43,112,212,380,408,164,43,1419,7.027,1.622,v238,4118,187,769,196,108,2549
204,0,0,3,6,27,41,30,13,3,1,124,6.169,1.268,v239,30170,1144,20527,867,459,5948
205,0,2,0,3,3,10,17,15,12,3,65,7.200,1.693,v240,3778,140,1632,129,50,1435
206,4,7,11,41,98,187,301,197,105,64,1015,6.990,1.611,v241,1162,67,163,57,43,608
207,0,0,1,3,5,2,14,18,4,2,49,7.143,1.539,v242,3588,278,1646,201,78,1066
208,2,2,3,3,5,15,30,51,24,11,146,7.438,1.756,v247,845,18,69,29,13,592
209,8,15,28,78,122,262,419,295,106,38,1371,6.742,1.605,v248,0,0,0,0,0,0
210,0,0,4,1,1,7,13,6,5,2,39,6.846,1.805,v250,495,7,234,10,8,152
211,1,1,0,2,3,4,14,11,2,2,40,6.850,1.810,v254,366,15,32,20,13,207
212,0,0,2,0,3,9,9,20,11,5,59,7.576,1.554,v256,5779,525,1865,400,268,2288
213,0,2,2,2,2,8,17,14,11,6,64,7.281,1.866,v258,2446,109,287,123,42,1632
214,1,1,0,0,0,5,5,10,4,1,27,7.185,1.925,v263,12750,757,5809,785,429,4322
215,10,21,34,91,184,438,705,490,193,59,2225,6.853,1.524,v264,7260,427,2519,490,248,3031
216,3,8,13,42,58,163,397,622,319,91,1716,7.593,1.408,v266,5595,322,1420,337,134,2907
217,0,0,0,2,5,8,11,2,4,1,33,6.667,1.450,v268,3076,261,585,194,76,1499
218,0,0,2,1,3,6,5,3,1,4,25,6.760,2.006,v269,654,22,58,32,17,413
219,0,1,3,1,4,4,3,3,2,3,24,6.333,2.321,v270,11198,946,2863,890,361,5582
220,1,1,0,2,6,13,15,2,1,3,44,6.341,1.718,v272,2733,123,740,137,92,1335
221,0,1,1,0,0,12,27,12,6,7,66,7.364,1.473,v273,1002,53,182,41,26,560
222,1,0,1,1,3,10,9,10,2,0,37,6.595,1.602,v276,1929,67,355,62,12,1156
223,0,3,7,15,33,65,97,35,15,5,275,6.495,1.463,v278,451,16,208,16,18,132
224,2,1,4,7,23,12,6,4,1,1,61,5.311,1.675,v281,1938,70,655,75,28,868
225,1,0,0,1,7,6,7,6,3,10,41,7.317,2.112,v282,11674,444,9083,343,119,1130
226,1,1,4,3,11,22,27,29,7,3,108,6.741,1.652,v283,8546,259,6974,239,50,529
227,4,5,13,26,56,137,168,147,56,21,633,6.832,1.597,v284,5290,103,4183,150,43,507
228,5,7,13,32,40,87,41,12,9,1,247,5.595,1.644,v286,528,16,80,32,14,271
229,0,6,12,17,33,49,57,17,9,5,205,6.054,1.697,v287,17470,1291,7406,1009,346,6658
230,1,2,5,26,25,26,13,7,0,1,106,5.302,1.493,v288,0,0,0,0,0,0
231,0,4,5,8,16,24,21,8,9,1,96,6.052,1.788,v289,11834,979,3692,595,76,5962
232,0,1,2,11,16,8,7,2,4,0,51,5.510,1.613,v290,1209,111,154,95,45,607
233,2,2,1,4,7,15,10,8,2,2,53,6.075,1.970,v291,319,5,26,23,8,196
234,1,3,0,7,15,48,80,115,38,12,319,7.335,1.395,v295,0,0,0,0,0,0
235,0,0,0,3,3,15,11,5,5,1,43,6.721,1.403,v296,1070,90,338,85,31,365
236,2,1,2,1,6,9,21,26,15,10,93,7.398,1.890,v298,803,74,262,89,13,226
237,5,9,18,19,55,133,313,418,219,61,1250,7.474,1.491,v299,1672,87,492,66,36,798
238,1,0,1,3,4,12,13,28,11,12,85,7.553,1.752,v300,0,0,0,0,0,0
239,0,0,2,1,1,8,3,9,5,3,32,7.219,1.833,v301,102,1,32,2,5,35
240,0,0,2,3,1,7,17,8,5,3,46,7.022,1.648,v303,100,1,31,0,4,30
241,0,0,1,1,5,8,12,8,3,1,39,6.795,1.435,v304,144,2,61,0,5,36
242,3,0,4,1,2,16,23,19,3,1,72,6.597,1.800,v306,138,3,45,3,3,45
243,4,2,5,17,25,90,206,246,100,22,717,7.372,1.378,v309,145,3,50,1,2,47
244,2,2,3,3,2,17,35,37,12,19,132,7.409,1.859,v310,508,26,41,16,9,343
245,4,2,3,9,20,66,89,90,38,25,346,7.179,1.635,v311,0,0,0,0,0,0
246,0,2,3,6,10,30,66,66,19,18,220,7.309,1.515,v315,414,16,45,12,13,250
247,0,0,0,1,2,6,13,5,5,0,32,7.062,1.223,v321,4633,289,898,290,102,2664
248,0,0,4,2,5,9,7,6,2,1,36,6.222,1.766,v323,4377,112,450,150,29,3179
249,0,2,0,4,5,11,20,52,51,24,169,8.083,1.521,v324,992,50,165,28,12,602
250,1,0,0,1,2,8,7,3,1,0,23,6.304,1.572,v327,9175,566,2679,457,134,4695
251,0,0,0,0,1,4,3,8,5,2,23,7.783,1.317,v328,264,11,24,14,6,142
252,1,0,2,3,2,12,25,53,22,8,128,7.641,1.467,v334,0,0,0,0,0,0
253,0,1,0,0,0,3,13,6,3,2,28,7.357,1.469,v335,342,13,46,10,9,184
254,0,1,1,1,2,10,8,13,4,0,40,6.875,1.552,v341,368,5,190,1,10,86
255,0,0,1,3,2,5,7,11,10,4,43,7.488,1.757,v346,446,9,194,21,40,103
256,0,0,0,1,1,7,10,10,6,4,39,7.564,1.411,v348,0,0,0,0,0,0
257,0,0,1,2,3,1,9,10,3,3,32,7.250,1.714,v352,0,0,0,0,0,0
258,0,0,1,2,2,5,8,22,6,2,48,7.438,1.456,v358,0,0,0,0,0,0
259,0,0,1,3,1,6,24,15,18,10,78,7.769,1.535,v360,0,0,0,0,0,0
260,1,0,2,2,5,12,23,12,9,4,70,7.000,1.699,v362,491,13,26,14,5,353
261,0,1,0,2,2,4,15,10,4,2,40,7.125,1.568,v363,828,48,91,42,19,482
262,7,16,37,67,142,295,556,552,311,88,2071,7.187,1.588,v369,6095,403,1846,383,256,2811
263,1,2,1,6,23,39,89,128,59,20,368,7.497,1.418,v370,6790,334,2384,315,81,3105
264,1,0,0,3,0,5,8,7,3,1,28,6.857,1.846,v372,0,0,0,0,0,0
265,30,34,66,145,291,721,1376,1885,934,322,5804,7.408,1.538,v382,0,0,0,0,0,0
266,1,0,1,1,4,9,27,23,10,4,80,7.312,1.488,v384,26871,2282,14515,1803,364,6837
267,6,4,6,14,19,30,50,28,10,12,179,6.408,2.057,v396,0,0,0,0,0,0
268,0,0,1,6,9,19,68,82,29,19,233,7.592,1.330,v397,0,0,0,0,0,0
269,0,0,3,8,11,12,18,30,3,7,92,6.859,1.742,v398,272,10,87,14,18,84
270,0,0,0,0,6,4,10,15,4,2,41,7.317,1.333,v399,232,3,92,1,5,73
271,1,1,4,3,5,18,31,49,19,13,144,7.431,1.678,v400,4013,247,1317,242,117,1772
272,0,1,1,3,1,11,12,12,3,1,45,6.778,1.590,v403,0,0,0,0,0,0
273,2,5,9,19,43,101,115,74,22,14,404,6.611,1.583,v404,0,0,0,0,0,0
274,3,8,11,25,44,123,199,215,71,43,742,7.132,1.592,v405,0,0,0,0,0,0
275,4,15,13,63,133,281,642,920,554,152,2777,7.575,1.432,v414,351,11,42,11,1,202
276,3,4,16,26,41,108,178,430,210,61,1077,7.616,1.487,v415,909,101,267,79,22,275
277,3,6,9,23,53,133,284,576,381,124,1592,7.828,1.391,v417,535,20,172,28,20,221
278,0,0,0,1,1,4,4,6,7,4,27,7.852,1.580,v418,0,0,0,0,0,0
279,2,1,0,3,5,15,38,44,21,9,138,7.449,1.570,v420,10801,634,2218,554,89,6653
280,0,0,1,0,4,5,8,11,4,2,35,7.229,1.514,v421,0,0,0,0,0,0
281,1,1,0,1,1,12,22,37,15,3,93,7.516,1.411,v423,762,11,440,12,12,196
282,0,1,0,3,1,8,16,21,2,2,54,7.130,1.428,v424,747,47,125,35,9,402
283,1,1,4,4,8,19,22,22,12,7,100,6.930,1.856,v426,24421,2842,11004,1896,688,7354
