idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std,vid,collection,l1,l2,l3,l4,l5
5221,2,1,0,2,4,13,14,10,4,1,51,6.549,1.818,v23249,0,0,0,0,0,0
5222,0,1,0,0,5,14,8,5,2,2,37,6.622,1.513,v23251,0,0,0,0,0,0
5223,1,1,4,5,6,7,18,14,1,4,61,6.459,1.972,v23258,853,53,88,32,14,519
5224,0,1,1,3,3,13,35,26,13,7,102,7.353,1.473,v23276,995,43,42,50,18,726
5225,0,0,1,2,2,12,8,7,1,3,36,6.778,1.583,v23280,3363,234,425,169,39,2173
5226,5,4,13,27,63,152,217,164,44,27,716,6.821,1.539,v23281,737,26,85,43,16,452
5227,1,5,2,12,15,18,30,22,4,1,110,6.182,1.790,v23285,740,22,34,36,9,539
5228,0,0,3,1,5,25,45,90,46,22,237,7.835,1.313,v23288,3439,142,495,176,45,2298
5229,0,1,0,2,6,30,58,40,13,4,154,7.162,1.198,v23290,709,22,85,24,14,416
5230,2,3,1,1,7,10,16,8,5,2,55,6.382,2.067,v23291,619,28,53,32,7,410
5231,0,1,0,2,3,12,13,7,11,8,57,7.421,1.776,v23298,0,0,0,0,0,0
5232,0,2,1,5,3,10,3,1,2,2,29,5.828,2.035,v23307,587,19,52,20,5,397
5233,0,0,0,0,6,4,9,6,4,4,33,7.303,1.586,v23308,564,19,26,26,5,410
5234,1,0,0,2,2,8,13,15,10,6,57,7.509,1.698,v23312,770,18,33,14,2,598
5235,1,1,0,5,3,18,24,22,11,11,96,7.281,1.748,v23313,0,0,0,0,0,0
5236,0,0,0,1,3,8,5,3,2,3,25,6.960,1.637,v23316,1879,45,1091,54,40,440
5237,0,0,0,3,2,7,4,5,1,1,23,6.565,1.556,v23329,448,16,39,12,13,274
5238,2,4,4,9,8,21,23,9,6,2,88,6.034,1.962,v23333,1713,73,926,63,41,380
5239,1,0,0,2,5,8,18,26,6,3,69,7.246,1.498,v23338,0,0,0,0,0,0
5240,0,1,2,0,5,6,7,4,1,1,27,6.259,1.776,v23356,463,15,18,16,3,335
5241,0,0,2,2,5,9,9,10,1,5,43,6.861,1.786,v23377,1322,65,207,58,22,802
5242,1,0,0,2,4,8,13,11,4,2,45,6.933,1.652,v23379,753,20,88,30,5,493
5243,1,1,1,10,14,32,74,107,38,20,298,7.463,1.454,v23388,0,0,0,0,0,0
5244,0,0,0,1,2,8,23,6,7,2,49,7.224,1.233,v23392,0,0,0,0,0,0
5245,1,1,0,3,7,15,49,112,61,43,292,8.075,1.355,v23393,0,0,0,0,0,0
5246,1,4,0,6,15,27,43,41,10,10,157,6.936,1.688,v23403,0,0,0,0,0,0
5247,3,0,3,8,18,48,94,170,61,61,466,7.723,1.513,v23407,1019,27,78,40,18,686
5248,3,3,5,3,6,4,7,1,1,1,34,4.882,2.298,v23438,2247,126,785,92,55,944
5249,1,1,1,5,4,19,31,33,26,19,140,7.607,1.718,v23441,1157,53,163,39,23,729
5250,1,2,0,5,9,33,41,19,5,6,121,6.711,1.529,v23443,4533,323,952,240,78,2534
5251,1,4,3,7,12,39,73,176,84,26,425,7.706,1.429,v23448,0,0,0,0,0,0
5252,2,0,0,2,0,6,17,21,7,4,59,7.390,1.708,v23450,0,0,0,0,0,0
5253,0,0,2,3,2,10,14,21,4,4,60,7.167,1.572,v23458,0,0,0,0,0,0
5254,4,2,2,11,9,32,32,63,31,34,220,7.464,1.952,v23464,0,0,0,0,0,0
5255,2,1,3,0,6,20,11,19,3,2,67,6.552,1.831,v23465,0,0,0,0,0,0
5256,1,1,0,1,3,12,14,33,13,3,81,7.444,1.532,v23466,0,0,0,0,0,0
5257,0,1,1,1,1,3,4,4,3,4,22,7.227,2.214,v23474,1532,65,153,82,24,1014
5258,2,1,4,8,22,62,105,149,54,21,428,7.367,1.433,v23501,0,0,0,0,0,0
5259,0,0,1,1,5,10,14,12,4,0,47,6.851,1.321,v23516,388,12,164,24,6,132
5260,0,0,4,5,6,11,5,9,4,1,45,6.244,1.840,v23538,968,58,358,64,19,344
5261,0,0,1,1,6,13,30,23,11,17,102,7.628,1.540,v23543,0,0,0,0,0,0
5262,0,1,1,5,6,7,6,3,3,3,35,6.286,2.008,v23600,3817,125,2778,158,40,489
5263,2,2,6,8,22,68,126,102,46,18,400,7.165,1.486,v23634,527,17,32,18,6,357
5264,3,3,4,0,1,6,7,9,4,1,38,6.026,2.590,v23645,864,56,135,34,36,416
5265,1,1,5,3,9,28,25,30,7,8,117,6.846,1.752,v23652,491,13,26,14,5,353
5266,0,1,1,1,3,7,12,9,4,1,39,6.872,1.620,v23666,1481,62,827,56,37,308
5267,0,0,4,1,6,7,7,5,3,0,33,6.182,1.731,v23676,0,0,0,0,0,0
5268,1,1,1,13,12,13,21,28,15,5,110,6.836,1.871,v23714,0,0,0,0,0,0
5269,1,0,2,1,0,7,11,12,3,3,40,7.075,1.836,v23725,452,20,21,21,7,302
5270,1,1,0,6,6,11,18,13,3,2,61,6.557,1.723,v23726,1353,67,93,58,25,933
5271,0,1,4,0,3,16,22,39,17,15,117,7.641,1.630,v23732,0,0,0,0,0,0
5272,1,1,0,2,5,11,18,34,33,14,119,7.874,1.617,v23736,628,20,29,25,9,429
5273,5,2,5,19,44,206,614,1261,551,178,2885,7.862,1.146,v23740,26871,2282,14515,1803,364,6837
5274,7,4,5,9,20,49,96,248,268,195,901,8.300,1.561,v23741,0,0,0,0,0,0
5275,6,5,12,22,35,75,139,249,100,52,695,7.410,1.673,v23742,13943,1096,4304,640,225,6823
5276,0,0,0,3,5,24,54,81,41,15,223,7.740,1.214,v23744,1540,108,665,90,65,422
5277,1,2,2,0,3,13,17,8,0,0,46,6.239,1.644,v23751,516,15,41,24,8,354
5278,0,0,0,4,1,6,10,6,0,3,30,6.833,1.614,v23753,2193,129,753,167,76,787
5279,0,5,2,5,6,8,2,0,1,0,29,4.724,1.740,v23771,2343,98,1180,108,96,619
5280,0,0,0,0,4,22,39,67,10,3,145,7.455,0.990,v23772,3587,196,1715,155,71,1081
5281,0,2,3,3,4,24,9,3,5,2,55,6.200,1.762,v23773,0,0,0,0,0,0
5282,1,1,2,1,7,19,19,11,1,2,64,6.438,1.590,v23775,0,0,0,0,0,0
5283,0,1,1,3,1,8,7,4,1,0,26,6.154,1.634,v23788,358,16,35,20,7,197
5284,0,1,0,1,3,8,13,28,5,3,62,7.403,1.385,v23853,0,0,0,0,0,0
5285,1,1,3,7,7,46,61,81,35,18,260,7.388,1.506,v23863,2512,97,1242,119,24,766
5286,0,3,2,6,5,9,4,2,1,0,32,5.250,1.750,v23901,1252,116,432,90,65,413
5287,2,0,1,3,7,7,24,43,10,6,103,7.340,1.634,v23908,0,0,0,0,0,0
5288,0,3,0,2,10,15,15,9,3,2,59,6.407,1.679,v23923,2019,89,785,123,44,748
5289,0,2,0,8,6,10,7,2,1,0,36,5.556,1.554,v23942,731,21,141,30,32,391
5290,1,1,1,3,5,23,44,33,26,34,171,7.760,1.695,v23985,15387,1054,9473,674,202,3248
5291,0,1,4,9,14,40,46,43,9,8,174,6.822,1.538,v24002,292,9,32,8,1,184
5292,0,1,0,2,3,12,8,9,3,2,40,6.800,1.615,v24013,543,23,58,26,10,324
5293,0,1,0,2,3,3,12,3,1,1,26,6.538,1.623,v24016,248,7,34,10,3,143
5294,3,2,0,4,2,8,17,26,7,18,87,7.483,2.159,v24019,900,30,97,47,19,596
5295,1,0,1,1,0,9,9,7,3,2,33,6.909,1.798,v24055,0,0,0,0,0,0
5296,0,0,0,1,5,4,18,7,4,1,40,7.025,1.274,v24084,0,0,0,0,0,0
5297,1,2,2,4,15,13,18,14,5,1,75,6.307,1.766,v24103,1541,67,737,56,17,509
5298,5,5,8,22,49,102,292,553,288,126,1450,7.796,1.402,v24110,476,14,30,26,9,325
5299,6,6,8,10,16,16,12,4,1,2,81,4.975,2.102,v24115,0,0,0,0,0,0
5300,0,0,3,3,1,6,2,5,0,1,21,6.000,1.927,v24120,0,0,0,0,0,0
5301,2,2,0,1,5,13,10,15,8,2,58,6.810,1.978,v24127,0,0,0,0,0,0
5302,0,0,1,4,4,9,8,6,2,1,35,6.429,1.591,v24128,0,0,0,0,0,0
5303,1,0,0,1,7,9,9,9,3,5,44,6.955,1.833,v24131,0,0,0,0,0,0
5304,0,1,2,5,4,11,9,5,2,0,39,6.026,1.641,v24132,0,0,0,0,0,0
5305,2,0,0,3,7,7,23,22,5,12,81,7.321,1.845,v24140,1499,81,457,67,38,662
5306,2,0,1,2,4,5,10,10,12,10,56,7.518,2.155,v24143,0,0,0,0,0,0
5307,2,3,4,10,6,12,4,1,1,2,45,5.044,2.043,v24148,478,24,34,24,8,311
5308,0,2,0,3,9,5,8,9,0,1,37,6.189,1.737,v24150,0,0,0,0,0,0
5309,2,4,5,12,11,33,48,63,54,50,282,7.631,1.933,v24151,373,14,23,13,2,252
5310,3,5,10,8,7,18,6,2,0,2,61,4.853,2.023,v24181,0,0,0,0,0,0
5311,0,0,1,5,5,3,7,4,0,1,26,6.038,1.675,v24196,741,44,83,33,10,423
5312,1,2,1,4,4,6,8,12,1,1,40,6.275,2.025,v24197,732,28,88,24,11,460
5313,2,2,13,23,29,58,51,31,11,8,228,6.202,1.768,v24202,1181,34,163,47,18,738
5314,2,0,2,0,7,28,40,106,38,13,236,7.674,1.347,v24208,0,0,0,0,0,0
5315,1,1,1,3,10,21,27,51,18,3,136,7.228,1.505,v24209,449,23,49,11,12,265
5316,2,2,4,3,11,18,13,19,2,2,76,6.237,1.905,v24210,0,0,0,0,0,0
5317,2,4,1,4,6,27,33,45,42,20,184,7.554,1.823,v24211,0,0,0,0,0,0
5318,0,0,2,3,4,5,7,2,1,1,25,6.080,1.719,v24212,2442,97,266,107,24,1629
5319,0,1,1,2,3,3,12,3,3,4,32,6.906,1.974,v24213,395,15,26,17,4,280
5320,0,0,3,2,5,13,20,27,14,17,101,7.644,1.704,v24214,0,0,0,0,0,0
5321,5,0,3,7,16,30,44,31,2,9,147,6.571,1.803,v24215,0,0,0,0,0,0
5322,0,0,1,3,0,7,11,9,7,12,50,7.780,1.814,v24218,0,0,0,0,0,0
5323,0,0,0,0,0,2,9,13,0,1,25,7.560,0.804,v24230,2137,96,880,73,89,777
5324,0,1,0,2,4,9,15,36,20,18,105,7.971,1.534,v24239,3007,155,366,187,55,1952
5325,0,2,4,5,26,51,79,98,107,49,421,7.748,1.576,v24240,541,19,35,15,8,383
5326,0,4,4,13,32,49,76,175,152,68,573,7.864,1.577,v24241,0,0,0,0,0,0
5327,0,1,1,2,2,9,13,11,12,6,57,7.439,1.767,v24242,2107,82,292,99,35,1349
5328,2,0,2,5,5,19,32,41,8,7,121,7.116,1.632,v24275,1165,21,228,36,19,730
5329,1,4,3,3,13,26,36,32,21,21,160,7.237,1.912,v24276,553,27,104,18,10,306
5330,0,0,0,2,3,11,33,38,13,4,104,7.510,1.160,v24278,12346,331,8570,374,122,2385
5331,1,1,1,2,4,8,13,3,4,2,39,6.487,1.933,v24280,22332,2087,8997,1234,493,8654
5332,1,2,6,21,28,43,45,26,10,8,190,6.305,1.736,v24286,404,8,139,11,3,185
5333,1,1,1,2,16,34,27,10,4,6,102,6.500,1.558,v24294,0,0,0,0,0,0
5334,0,2,2,3,2,7,9,20,6,4,55,7.109,1.923,v24299,0,0,0,0,0,0
5335,1,0,0,1,3,4,14,8,3,2,36,7.028,1.658,v24314,416,11,33,19,4,280
5336,1,0,2,8,21,50,69,69,31,27,278,7.295,1.571,v24315,0,0,0,0,0,0
5337,7,8,10,34,64,199,424,487,177,100,1510,7.391,1.464,v24320,679,29,267,22,14,239
5338,0,1,5,10,11,26,45,76,26,18,218,7.362,1.629,v24328,0,0,0,0,0,0
5339,0,1,3,5,7,12,11,5,0,6,50,6.300,1.962,v24333,1789,67,293,90,22,1125
5340,0,3,0,1,3,5,19,14,13,2,60,7.283,1.733,v24336,10801,634,2218,554,89,6653
5341,1,1,0,6,2,11,1,7,1,1,31,5.968,1.975,v24343,0,0,0,0,0,0
5342,2,0,2,1,2,12,27,55,31,9,141,7.745,1.494,v24351,3098,188,720,109,46,1713
5343,0,3,6,11,9,4,4,1,0,0,38,4.553,1.481,v24356,2429,103,297,89,41,1638
5344,2,4,6,10,2,5,6,1,0,0,36,4.389,1.875,v24376,1093,35,511,29,15,352
5345,0,1,2,1,2,4,7,5,1,3,26,6.692,2.071,v24379,1084,72,206,47,53,531
5346,1,2,2,4,6,28,43,59,37,37,219,7.767,1.679,v24380,0,0,0,0,0,0
5347,2,3,3,8,18,31,38,29,16,13,161,6.814,1.889,v24381,6686,592,2211,352,233,2828
5348,0,2,2,1,13,21,55,44,24,22,184,7.489,1.578,v24399,0,0,0,0,0,0
5349,2,0,1,2,1,23,10,8,4,3,54,6.593,1.800,v24409,0,0,0,0,0,0
5350,1,0,4,1,3,6,5,1,2,2,25,5.960,2.253,v24411,273,10,31,14,6,158
5351,3,4,10,7,5,6,4,0,0,0,39,4.051,1.739,v24414,0,0,0,0,0,0
5352,1,4,9,17,30,80,77,54,8,15,295,6.532,1.636,v24417,0,0,0,0,0,0
5353,0,0,2,1,1,7,6,6,2,2,27,6.852,1.758,v24418,632,32,43,28,9,415
5354,1,0,0,2,1,6,9,6,1,3,29,6.897,1.863,v24420,3044,95,302,92,32,2185
5355,5,7,19,7,9,14,12,6,0,5,84,4.941,2.357,v24422,506,25,36,18,10,329
5356,2,1,7,3,5,19,16,9,3,3,68,6.132,1.999,v24425,0,0,0,0,0,0
5357,2,1,2,3,8,26,18,15,7,1,83,6.470,1.710,v24426,0,0,0,0,0,0
5358,14,4,4,1,1,2,0,0,0,18,44,5.341,4.056,v24430,0,0,0,0,0,0
5359,2,0,3,12,15,20,33,21,12,4,122,6.566,1.788,v24435,0,0,0,0,0,0
5360,0,2,0,1,12,7,4,5,1,2,34,6.088,1.821,v24446,5767,487,1812,336,206,2559
5361,5,6,15,12,26,29,24,20,2,4,143,5.594,2.035,v24467,2993,120,1786,137,33,715
5362,1,4,5,6,8,29,20,20,1,2,96,6.156,1.781,v24470,3467,241,1204,186,60,1461
5363,0,0,0,2,1,9,7,8,1,2,30,6.967,1.426,v24471,3115,229,1505,222,120,798
5364,2,2,3,9,17,35,19,19,3,4,113,6.177,1.746,v24472,0,0,0,0,0,0
5365,0,0,1,0,6,11,19,24,11,7,79,7.506,1.431,v24506,0,0,0,0,0,0
5366,1,1,3,2,1,13,17,22,6,9,75,7.227,1.887,v24507,4445,294,921,314,92,2536
5367,0,1,4,1,8,10,4,1,4,0,33,5.758,1.793,v24511,3864,129,2756,131,39,595
5368,0,0,1,6,6,10,7,3,3,2,38,6.237,1.739,v24512,0,0,0,0,0,0
5369,0,1,3,3,5,22,29,24,12,3,102,6.990,1.537,v24536,1618,53,1002,89,22,332
5370,0,1,0,2,2,12,13,9,4,4,47,7.043,1.624,v24538,3286,195,1885,189,26,741
5371,0,1,4,2,12,20,18,12,3,4,76,6.460,1.674,v24540,12310,622,5291,595,204,4791
5372,0,0,0,0,1,10,15,8,5,6,45,7.533,1.360,v24553,21994,2445,8704,2391,663,6533
5373,1,5,14,27,28,41,30,22,10,8,186,5.930,1.943,v24555,29585,3529,15991,2027,646,6113
5374,0,0,1,2,2,5,10,4,6,1,31,7.000,1.646,v24557,16678,867,7580,967,387,5860
5375,1,0,0,2,3,5,16,7,4,3,41,7.024,1.718,v24558,1674,112,546,97,113,580
5376,0,1,7,3,7,18,17,14,7,6,80,6.650,1.924,v24559,6966,348,1969,368,142,3561
5377,1,0,0,4,4,11,15,21,8,6,70,7.257,1.696,v24560,1594,26,97,32,11,1227
5378,3,2,6,7,28,54,71,53,16,7,247,6.688,1.608,v24564,0,0,0,0,0,0
5379,0,0,0,1,0,5,4,13,2,7,32,7.938,1.478,v24577,0,0,0,0,0,0
5380,0,0,2,0,0,3,9,12,10,16,52,8.327,1.638,v24582,414,16,45,12,13,250
5381,0,8,11,14,14,23,15,10,2,1,98,5.367,1.881,v24583,2789,149,507,190,58,1643
5382,3,1,1,3,17,28,51,41,12,14,171,7.053,1.687,v24586,2123,73,378,56,17,1339
5383,0,0,1,1,4,6,8,7,10,7,44,7.614,1.786,v24590,373,14,23,13,2,252
5384,0,1,0,3,6,8,16,4,1,1,40,6.375,1.461,v24592,0,0,0,0,0,0
5385,0,1,2,3,5,14,11,3,1,3,43,6.256,1.727,v24609,0,0,0,0,0,0
5386,2,3,3,1,19,23,36,46,25,106,264,8.178,1.982,v24610,0,0,0,0,0,0
5387,1,0,1,2,14,18,39,52,16,8,151,7.305,1.451,v24618,0,0,0,0,0,0
5388,0,1,4,3,9,26,38,34,10,9,134,7.052,1.575,v24619,456,12,26,18,9,299
5389,3,2,2,3,21,41,71,48,28,16,235,7.102,1.655,v24620,661,19,51,34,7,455
5390,0,2,2,2,2,6,8,11,11,5,49,7.286,2.070,v24623,3233,146,577,140,82,2046
5391,4,1,3,7,21,56,61,56,12,8,229,6.755,1.595,v24626,0,0,0,0,0,0
5392,0,0,0,4,4,3,12,8,5,7,43,7.372,1.805,v24627,343,13,41,17,10,215
5393,0,6,3,9,19,24,37,20,6,2,126,6.262,1.719,v24634,574,26,44,27,16,374
5394,0,0,1,3,9,4,5,5,1,1,29,6.138,1.655,v24636,706,35,94,37,13,431
5395,0,0,0,0,1,8,11,7,2,1,30,7.133,1.087,v24647,685,25,65,37,15,448
5396,3,2,0,6,7,10,19,31,20,22,120,7.558,2.085,v24648,0,0,0,0,0,0
5397,1,1,2,1,3,9,22,15,11,6,71,7.253,1.806,v24649,0,0,0,0,0,0
5398,0,0,1,5,4,7,13,14,4,6,54,7.111,1.760,v24650,2662,136,213,113,26,1885
5399,0,0,0,0,2,7,22,17,10,5,63,7.651,1.197,v24660,0,0,0,0,0,0
5400,1,2,2,3,6,16,31,24,9,3,97,6.897,1.671,v24665,1422,45,204,48,18,934
5401,0,0,0,2,2,10,11,10,4,1,40,7.025,1.332,v24666,10914,939,4820,667,276,3555
5402,2,4,4,6,5,21,17,10,7,5,81,6.284,2.144,v24675,5995,430,1295,429,107,3240
5403,1,0,1,3,3,18,21,21,4,6,78,7.051,1.601,v24684,5691,559,736,387,134,3363
5404,1,0,0,3,3,9,13,5,2,1,37,6.513,1.621,v24685,2245,139,477,117,38,1194
5405,14,7,11,27,47,152,199,196,89,50,792,7.043,1.755,v24689,625,36,61,32,12,386
5406,0,0,0,5,3,5,11,3,4,5,36,7.000,1.871,v24695,2313,148,697,124,62,1021
5407,1,2,1,5,1,17,13,5,3,2,50,6.260,1.874,v24696,500,15,61,28,13,302
5408,0,1,1,2,1,11,8,7,4,3,38,6.895,1.803,v24698,6864,621,2738,390,147,2470
5409,2,0,1,11,5,29,48,114,47,20,277,7.650,1.473,v24702,913,37,108,48,13,525
5410,2,2,1,4,21,43,71,54,25,12,235,7.072,1.546,v24703,4810,207,1671,225,133,2048
5411,0,0,0,6,7,19,13,10,5,6,66,6.803,1.663,v24714,21994,2445,8704,2391,663,6533
5412,1,2,1,4,13,21,26,72,36,28,204,7.730,1.672,v24716,19439,1811,9477,1479,436,5269
5413,1,3,4,16,27,89,272,554,358,218,1542,8.100,1.298,v24717,4118,222,1746,168,126,1363
5414,24,20,12,25,14,7,11,3,3,2,121,3.802,2.299,v24721,11623,570,6379,588,186,3144
5415,0,1,2,4,6,11,17,19,19,12,91,7.495,1.842,v24722,29585,3529,15991,2027,646,6113
5416,0,1,3,0,6,13,29,54,16,9,131,7.542,1.437,v24725,2334,82,488,79,61,1330
5417,1,0,1,2,5,16,21,22,9,10,87,7.322,1.678,v24728,16678,867,7580,967,387,5860
5418,0,0,1,2,4,13,5,15,1,3,44,6.886,1.570,v24730,21856,1947,11780,1102,331,5733
5419,4,1,1,1,4,9,23,11,8,3,65,6.739,2.092,v24748,7971,489,3458,465,297,2673
5420,1,0,0,0,4,7,12,14,5,6,49,7.429,1.678,v24752,3879,167,1374,174,80,1588
5421,11,5,11,24,33,65,196,405,196,122,1068,7.772,1.607,v24770,995,31,131,56,30,582
5422,1,0,1,1,2,6,9,5,2,3,30,6.833,1.951,v24773,13808,521,7998,482,122,3851
5423,0,0,0,3,5,8,6,7,5,3,37,6.973,1.716,v24774,2582,114,769,116,61,1195
5424,2,0,3,9,16,48,48,50,20,14,210,7.005,1.646,v24779,12150,631,5294,631,411,4388
5425,0,0,1,0,1,9,10,15,11,9,56,7.875,1.501,v24782,3244,212,1334,139,82,1084
5426,0,1,0,1,4,8,7,3,2,2,28,6.607,1.718,v24788,6151,334,3086,376,119,1778
5427,0,0,3,1,10,19,14,6,3,6,62,6.613,1.698,v24790,3470,81,2418,104,23,615
5428,0,0,1,2,2,6,14,31,5,4,65,7.508,1.349,v24802,2764,126,803,138,72,1282
5429,2,0,3,5,12,27,41,128,84,84,386,8.187,1.541,v24803,1386,66,374,64,45,608
5430,0,1,1,2,11,17,12,5,2,0,51,6.118,1.353,v24809,14382,689,6153,707,311,5661
5431,1,0,0,3,4,6,10,0,2,2,28,6.321,1.872,v24811,12421,662,4073,792,487,5637
5432,2,0,0,5,6,10,6,1,1,0,31,5.516,1.682,v24816,1181,54,154,54,25,741
5433,2,3,5,5,17,19,19,14,1,4,89,6.022,1.920,v24823,4391,235,1888,288,93,1532
5434,0,1,0,4,9,18,31,35,24,21,143,7.650,1.618,v24825,662,22,83,15,10,440
5435,1,0,1,0,2,7,12,12,5,3,43,7.233,1.696,v24852,3470,224,557,257,64,2069
5436,3,2,2,7,9,29,69,79,54,44,298,7.721,1.693,v24853,17929,866,10138,599,187,5203
5437,2,0,1,1,6,14,19,12,10,2,67,6.896,1.746,v24854,18593,1211,10318,856,265,5111
5438,0,1,0,3,4,10,11,7,5,0,41,6.634,1.558,v24855,3656,159,396,115,39,2601
5439,2,1,0,2,3,5,7,2,0,2,24,5.917,2.272,v24856,30170,1144,20527,867,459,5948
5440,0,3,5,12,15,31,94,88,44,29,321,7.408,1.604,v24865,1183,35,113,46,17,805
5441,0,1,0,1,6,13,31,14,10,4,80,7.162,1.409,v24866,2386,116,711,104,72,1139
5442,1,2,5,5,8,7,8,1,1,1,39,5.256,1.931,v24868,1414,81,406,83,46,607
5443,2,0,1,2,1,7,34,53,25,13,138,7.804,1.469,v24870,1294,120,187,107,76,656
5444,2,3,5,5,17,59,96,67,25,11,290,6.983,1.514,v24872,1674,112,546,97,113,580
5445,1,0,4,5,4,10,10,10,1,3,48,6.292,1.979,v24878,1016,49,220,52,23,477
5446,1,0,1,3,7,14,23,18,11,9,87,7.230,1.727,v24879,1165,66,501,51,49,298
5447,1,0,4,2,6,17,15,12,7,7,71,6.859,1.916,v24880,1065,58,394,49,50,305
5448,4,4,4,9,27,36,64,79,33,21,281,7.110,1.819,v24883,1726,87,665,74,77,569
5449,0,0,1,3,3,5,7,3,1,1,24,6.333,1.650,v24892,1589,96,618,70,41,512
5450,1,1,0,2,3,7,9,14,2,1,40,6.775,1.782,v24915,1317,91,535,68,41,366
5451,1,1,2,7,12,35,62,31,8,11,170,6.888,1.532,v24916,1278,46,394,58,34,510
5452,2,0,1,8,9,27,34,33,16,22,152,7.303,1.821,v24917,3588,278,1646,201,78,1066
5453,0,1,0,2,1,12,5,2,3,7,33,7.121,2.026,v24931,1721,51,270,65,21,1092
5454,0,0,2,0,6,16,54,64,20,10,172,7.570,1.206,v24935,3109,197,779,168,120,1556
5455,4,2,2,4,11,31,86,136,38,15,329,7.456,1.450,v24938,22143,1494,10915,1340,578,6938
5456,0,1,0,1,3,11,6,3,1,3,29,6.621,1.730,v24956,1983,68,386,71,32,1151
5457,0,0,0,2,6,12,28,28,12,4,92,7.370,1.291,v24966,3319,196,482,172,77,2087
5458,0,0,3,3,4,12,10,1,1,0,34,5.882,1.388,v24969,508,23,36,25,7,341
5459,0,2,0,3,5,10,8,12,6,7,53,7.113,1.968,v24971,0,0,0,0,0,0
5460,1,2,0,2,0,6,13,14,5,12,55,7.582,2.060,v24983,0,0,0,0,0,0
5461,0,1,2,6,7,20,27,8,4,4,79,6.532,1.598,v24984,1338,49,106,46,15,952
5462,7,5,6,12,21,33,58,79,20,15,256,6.852,1.963,v24987,281,18,26,13,3,165
5463,0,1,1,1,1,11,8,17,3,6,49,7.327,1.707,v25003,0,0,0,0,0,0
5464,3,3,8,12,31,86,102,92,32,14,383,6.867,1.590,v25007,451,18,44,19,5,304
5465,6,4,5,27,53,101,139,95,30,23,483,6.710,1.661,v25039,650,45,58,32,9,416
5466,0,1,0,1,0,10,12,25,5,6,60,7.583,1.429,v25040,5779,525,1865,400,268,2288
5467,4,3,1,5,8,15,13,5,4,2,60,5.833,2.177,v25046,2446,109,287,123,42,1632
5468,0,1,1,1,4,14,22,24,4,4,75,7.133,1.436,v25047,1638,55,209,72,20,1063
5469,7,1,7,10,25,53,37,29,5,8,182,6.203,1.871,v25050,461,16,85,21,14,236
5470,0,0,0,2,4,2,11,25,9,10,63,7.905,1.466,v25055,0,0,0,0,0,0
5471,0,0,0,1,3,9,5,2,1,1,22,6.500,1.340,v25078,0,0,0,0,0,0
5472,1,1,2,5,11,10,6,4,2,1,43,5.721,1.821,v25084,1046,25,91,50,9,735
5473,0,1,1,3,3,8,9,6,2,1,34,6.441,1.718,v25096,495,15,45,22,4,324
5474,0,1,2,2,11,18,39,59,25,20,177,7.622,1.518,v25124,993,55,101,30,12,623
5475,0,1,0,0,0,6,13,11,2,1,34,7.206,1.301,v25126,1594,26,97,32,11,1227
5476,2,1,0,2,12,18,36,26,10,11,118,7.119,1.708,v25127,3973,144,1544,152,89,1702
5477,0,2,2,3,6,12,24,29,12,7,97,7.237,1.698,v25130,966,23,69,36,9,687
5478,1,2,1,7,6,25,45,25,11,22,145,7.241,1.805,v25132,0,0,0,0,0,0
5479,0,1,3,4,2,16,15,22,7,5,75,7.027,1.743,v25135,10370,726,4620,697,376,3169
5480,0,0,0,1,5,8,20,6,5,5,50,7.200,1.456,v25143,1001,18,42,25,4,757
5481,1,2,2,6,3,9,35,53,20,24,155,7.697,1.735,v25144,603,23,31,31,7,445
5482,1,1,2,9,14,12,18,9,2,2,70,6.043,1.744,v25151,0,0,0,0,0,0
5483,2,1,0,2,2,5,12,10,8,7,49,7.306,2.159,v25154,0,0,0,0,0,0
5484,1,0,2,1,4,4,8,2,0,1,23,5.957,1.899,v25166,0,0,0,0,0,0
5485,0,1,0,2,4,7,10,14,8,4,50,7.320,1.690,v25168,0,0,0,0,0,0
5486,7,5,10,43,72,132,154,48,17,15,503,6.235,1.608,v25170,1814,54,208,83,25,1214
5487,2,1,1,1,2,2,14,13,4,4,44,7.068,2.115,v25185,11198,946,2863,890,361,5582
5488,0,1,3,2,9,7,12,5,3,4,46,6.457,1.942,v25189,287,10,26,8,4,186
5489,0,2,2,9,8,10,15,2,3,1,52,5.846,1.747,v25190,791,16,43,22,6,574
5490,2,4,2,13,29,54,119,276,134,76,709,7.819,1.460,v25197,1671,47,175,68,16,1155
5491,1,3,1,2,1,11,30,21,11,9,90,7.289,1.821,v25198,976,35,103,39,12,653
5492,3,5,5,12,18,43,40,40,19,17,202,6.757,1.982,v25236,1925,68,248,78,29,1240
5493,1,0,0,2,4,8,16,8,3,2,44,6.818,1.613,v25246,414,20,35,19,5,256
5494,0,0,0,0,2,8,7,7,5,0,29,7.172,1.205,v25250,0,0,0,0,0,0
5495,7,12,17,8,17,12,13,4,3,1,94,4.585,2.195,v25275,0,0,0,0,0,0
5496,4,1,5,4,26,56,121,77,21,8,323,6.920,1.447,v25280,4989,212,997,223,62,3082
5497,7,6,3,10,17,28,39,109,143,146,508,8.293,1.873,v25288,0,0,0,0,0,0
5498,0,1,7,4,4,9,8,3,3,2,41,5.854,2.079,v25319,0,0,0,0,0,0
