vid,appear
v21708,2137
v21709,541
v21711,1898
v21713,363
v21714,3945
v21715,2156
v21716,1986
v21717,2782
v21718,188
v21719,203
v21724,42
v21726,1578
v21727,1213
v21729,2
v21731,185
v21734,4807
v21735,2142
v21737,1958
v21738,37
v21739,1772
v21742,126
v21745,1201
v21748,3
v21752,85
v21753,5
v21754,3
v21756,114
v21757,1382
v21758,534
v21759,651
v21766,5608
v21767,4
v21768,338
v21769,4576
v21770,2131
v21771,3331
v21772,37
v21773,218
v21774,867
v21780,357
v21781,20
v21782,1644
v21783,263
v21784,36
v21785,76
v21786,170
v21787,848
v21788,137
v21789,1239
v21795,3
v21803,1739
v21809,3545
v21816,69
v21820,61
v21821,3
v21822,1
v21823,159
v21824,1224
v21825,721
v21826,395
v21830,529
v21845,494
v21848,5
v21849,2
v21850,1
v21852,6825
v21853,59
v21854,4625
v21857,2341
v21861,37
v21862,578
v21872,3
v21875,1204
v21876,1235
v21889,5
v21894,3106
v21895,338
v21896,56
v21898,125
v21899,1152
v21901,1442
v21903,3621
v21904,2234
v21905,9335
v21913,3421
v21915,66
v21916,1928
v21917,1272
v21918,2649
v21919,3678
v21920,1615
v21921,1986
v21922,288
v21931,3977
v21932,752
v21934,2450
v21935,1021
v21938,160
v21940,15
v21941,595
v21952,686
v21953,3235
v21954,56
v21955,9
v21956,5342
v21957,2659
v21962,1834
v21963,2614
v21964,1114
v21966,59
v21967,153
v21968,1480
v21969,1016
v21970,3089
v21976,2048
v21978,1976
v21979,2407
v21980,556
v21982,71
v21983,1
v21985,67
v21986,614
v21988,207
v21993,29
v21995,18
v21996,1
v21998,16
v21999,130
v22000,159
v22001,3644
v22008,4308
v22009,1290
v22012,1225
v22013,2235
v22014,2414
v22019,633
v22020,4900
v22025,2074
v22026,2894
v22027,3277
v22030,871
v22031,1868
v22033,2318
v22034,19
v22035,1733
v22037,3684
v22038,1697
v22039,4020
v22041,3920
v22042,1834
v22043,4123
v22044,264
v22045,4095
v22051,7
v22053,518
v22057,243
v22061,1499
v22062,1943
v22063,11
v22064,498
v22065,291
v22066,2974
v22067,1383
v22069,27
v22072,1699
v22073,24
v22074,1147
v22075,5056
v22076,84
v22081,6
v22082,3
v22083,137
v22085,2585
v22087,60
v22092,5
v22095,3
v22097,242
v22100,2087
v22102,2053
v22105,3775
v22106,3737
v22108,8
v22110,450
v22114,37
v22115,31
v22116,51
v22117,628
v22121,108
v22122,224
v22123,5
v22124,242
v22126,3
v22132,1407
v22137,3007
v22138,926
v22139,720
v22144,35
v22145,608
v22146,475
v22149,384
v22150,126
v22152,2191
v22154,549
v22156,3005
v22158,391
v22159,2428
v22161,103
v22165,928
v22166,1761
v22167,1318
v22169,4
v22170,1307
v22173,13
v22174,1892
v22175,2659
v22176,1467
v22179,947
v22180,425
v22181,1373
v22182,8
v22185,619
v22186,4867
v22187,2313
v22188,103
v22190,1020
v22191,1542
v22192,66
v22195,780
v22196,83
v22199,574
v22201,7
v22205,1024
v22206,32
v22208,24
v22210,12
v22211,1554
v22212,1
v22214,738
v22215,15
v22216,118
v22218,758
v22219,1277
v22221,427
v22225,145
v22227,16
v22228,622
v22230,6798
v22231,14
v22232,2
v22233,2
v22234,535
v22237,512
v22239,19
v22240,381
v22241,3683
v22242,3450
v22245,3729
v22246,329
v22247,62
v22248,1
v22249,31
v22250,261
v22251,439
v22252,550
v22255,2
v22256,88
v22266,1
v22268,17
v22270,236
v22275,1444
v22276,5
v22279,13
v22281,75
v22282,3761
v22283,1535
v22284,2487
v22285,21
v22288,2516
v22290,1576
v22291,2430
v22292,4156
v22293,3043
v22297,1
v22298,290
v22299,1795
v22301,105
v22302,3127
v22303,3543
v22304,3504
v22305,702
v22306,1
v22308,2159
v22310,1764
v22311,213
v22312,2027
v22313,3500
v22314,2644
v22316,10
v22317,1270
v22319,79
v22320,15
v22322,360
v22324,2519
v22326,20
v22328,1696
v22335,1018
v22338,103
v22342,2
v22344,136
v22345,4689
v22355,76
v22356,1762
v22357,2179
v22361,32
v22369,277
v22371,1195
v22373,11
v22374,14
v22375,14
v22376,31
v22378,1413
v22379,346
v22380,4421
v22381,348
v22385,35
v22386,36
v22387,8
v22389,161
v22390,1602
v22392,4
v22396,2205
v22401,54
v22402,6
v22405,21
v22412,36
v22413,1751
v22415,65
v22416,41
v22417,1
v22424,372
v22428,1575
v22436,2909
v22439,4907
v22444,15
v22445,4863
v22448,3892
v22454,8
v22455,5
v22456,8
v22466,2396
v22469,2725
v22470,2358
v22471,3272
v22472,3
v22475,3227
v22476,1561
v22477,2164
v22478,1198
v22479,1052
v22480,810
v22481,706
v22483,6290
v22486,283
v22487,19
v22490,2
v22491,1
v22495,47
v22497,1914
v22498,3094
v22499,2272
v22500,2813
v22501,975
v22503,4183
v22504,3
v22505,3265
v22506,80
v22507,52
v22508,66
v22512,1433
v22513,3881
v22514,88
v22519,112
v22521,16
v22523,202
v22526,2038
v22527,2739
v22528,248
v22531,73
v22532,2692
v22533,1619
v22534,3202
v22537,63
v22540,184
v22541,153
v22542,1530
v22544,11
v22545,35
v22546,168
v22549,3
v22553,3894
v22554,97
v22555,404
v22556,23
v22557,59
v22558,60
v22559,30
v22561,3141
v22562,6
v22563,5
v22568,2
v22570,2057
v22575,15
v22578,1969
v22580,415
v22581,2801
v22582,4268
v22583,2627
v22584,917
v22586,9
v22588,3
v22589,1084
v22590,522
v22591,161
v22592,77
v22594,5431
v22595,551
v22596,1230
v22597,266
v22598,396
v22599,849
v22600,2946
v22602,401
v22603,4871
v22606,68
v22607,2036
v22609,1349
v22610,2312
v22611,51
v22614,4308
v22618,158
v22619,1692
v22622,2070
v22623,225
v22624,1175
v22626,2
v22627,868
v22630,55
v22633,211
v22634,3
v22635,54
v22636,4403
v22637,184
v22639,2819
v22640,1297
v22641,922
v22644,2694
v22645,1344
v22646,4
v22648,4967
v22649,56
v22651,128
v22652,24
v22653,258
v22655,1542
v22656,3025
v22657,2902
v22658,4682
v22659,9
v22661,336
v22663,57
v22664,37
v22665,36
v22666,115
v22668,2106
v22670,86
v22682,246
v22692,8
v22697,4717
v22699,74
v22701,13
v22702,1507
v22703,525
v22704,1429
v22705,2504
v22706,1532
v22707,18
v22709,229
v22712,136
v22713,5844
v22714,31
v22715,1031
v22717,28
v22718,667
v22719,7
v22722,684
v22723,19
v22724,932
v22725,5405
v22726,4952
v22727,3306
v22728,1082
v22731,2522
v22732,192
v22734,458
v22736,314
v22739,4472
v22741,469
v22742,29
v22746,2589
v22747,15
v22751,1
v22753,922
v22754,42
v22755,1
v22758,1966
v22760,4259
v22762,57
v22763,2
v22765,161
v22766,254
v22768,1150
v22769,30
v22770,62
v22771,3184
v22773,55
v22774,4987
v22775,4724
v22776,4113
v22778,39
v22783,3874
v22784,656
v22785,28
v22786,96
v22787,21
v22788,2558
v22789,3274
v22790,3252
v22791,2930
v22792,2834
v22793,2513
v22794,4
v22795,828
v22796,956
v22797,6
v22798,513
v22801,4210
v22811,3519
v22812,491
v22813,58
v22814,2825
v22817,23
v22819,4342
v22822,2789
v22826,2138
v22829,15
v22834,11
v22835,2477
v22836,1
v22837,41
v22838,2451
v22840,2
v22841,15
v22844,6
v22846,65
v22847,3706
v22848,528
v22849,244
v22850,207
v22855,55
v22856,1
v22857,1
v22861,444
v22865,202
v22866,287
v22867,166
v22869,3435
v22873,917
v22875,48
v22876,115
v22878,12
v22879,19
v22880,4037
v22881,1078
v22888,9
v22891,3391
v22894,3216
v22895,3880
v22897,835
v22899,6975
v22901,998
v22903,2464
v22905,2
v22907,2
v22913,902
v22914,696
v22916,22
v22918,1590
v22920,30
v22924,40
v22926,41
v22928,772
v22936,1
v22944,1988
v22946,49
v22947,237
v22948,2196
v22950,1
v22951,850
v22954,2178
v22964,66
v22965,40
v22966,3
v22968,5
v22970,1
v22972,1353
v22973,1816
v22977,3
v22979,162
v22984,100
v22986,610
v22987,958
v22988,21
v22991,9
v22993,2
v22995,3212
v22997,88
v23000,3244
v23008,315
v23009,2
v23012,217
v23013,163
v23015,11
v23017,619
v23019,1764
v23021,185
v23024,447
v23025,83
v23026,650
v23027,92
v23029,182
v23031,352
v23033,2819
v23034,2392
v23036,22
v23037,62
v23038,548
v23039,60
v23042,27
v23047,466
v23048,3049
v23052,18
v23058,6
v23059,873
v23060,1663
v23062,51
v23063,3386
v23064,134
v23067,4770
v23068,795
v23069,4390
v23070,1923
v23071,89
v23072,833
v23076,530
v23077,968
v23078,106
v23079,4370
v23080,96
v23084,4
v23087,3
v23097,378
v23099,11
v23100,10
v23104,96
v23110,430
v23115,53
v23121,2
v23125,1691
v23127,340
v23130,2521
v23131,2161
v23136,11
v23138,1900
v23144,12
v23150,141
v23154,3606
v23157,4785
v23162,22
v23167,426
v23169,3506
v23172,132
v23175,2
v23179,3220
v23180,47
v23181,122
v23184,2447
v23187,2573
v23190,3050
v23192,10
v23197,58
v23199,4360
v23200,50
v23201,3489
v23204,13
v23205,1989
v23208,1283
v23211,1583
v23220,31
v23221,887
v23223,1941
v23224,4167
v23227,1407
v23230,1211
v23234,2009
v23240,12
v23241,45
v23242,3800
v23244,1321
v23248,17
v23249,1953
v23251,2636
v23258,3208
v23265,15
v23267,5
v23268,23
v23269,23
v23270,5
v23272,6
v23273,13
v23274,3
v23275,7
v23276,3598
v23280,2226
v23281,5013
v23283,1
v23284,423
v23285,1140
v23286,142
v23288,3946
v23290,3484
v23291,2624
v23293,23
v23297,101
v23298,3396
v23300,185
v23301,1538
v23302,27
v23304,9
v23306,57
v23307,574
v23308,757
v23312,2676
v23313,3370
v23314,151
v23316,1229
v23319,949
v23329,1593
v23333,3428
v23338,2653
v23343,31
v23356,1503
v23357,11
v23358,66
v23371,22
v23372,3
v23376,8
v23377,1113
v23379,1800
v23380,3
v23386,8
v23387,171
v23388,4257
v23389,16
v23390,404
v23391,407
v23392,2141
v23393,1066
v23394,14
v23395,18
v23396,1
v23397,6
v23403,1009
v23407,1163
v23408,40
v23409,132
v23421,6
v23423,2
v23437,3
v23438,28
v23441,3953
v23443,783
v23448,4122
v23450,2494
v23452,53
v23458,2641
v23464,5003
v23465,433
v23466,2527
v23467,233
v23474,912
v23478,148
v23480,1666
v23482,17
v23491,14
v23492,23
v23494,5
v23495,7
v23497,7
v23500,2
v23501,4482
v23506,8
v23511,38
v23512,2
v23515,122
v23516,213
v23522,71
v23524,4
v23532,1
v23533,52
v23536,26
v23537,54
v23538,583
v23543,4528
v23549,8
v23568,1
v23570,9
v23577,1364
v23596,266
v23600,502
v23604,3
v23609,38
v23634,1244
v23637,51
v23642,68
v23645,229
v23649,16
v23652,2898
v23657,24
v23666,2408
v23675,902
v23676,723
v23677,1653
v23691,1
v23699,137
v23714,669
v23725,753
v23726,655
v23732,2645
v23736,3225
v23737,6
v23740,5263
v23741,5240
v23742,4957
v23743,82
v23744,3370
v23745,72
v23749,60
v23750,324
v23751,442
v23752,29
v23753,2621
v23754,868
v23763,282
v23771,248
v23772,3119
v23773,1078
v23774,59
v23775,698
v23786,8
v23788,1667
v23803,2
v23806,3
v23808,28
v23820,1
v23822,11
v23823,73
v23828,1
v23833,2
v23845,6
v23853,629
v23854,82
v23856,10
v23857,41
v23863,2588
v23869,6
v23883,81
v23901,224
v23904,20
v23905,7
v23908,2102
v23914,28
v23918,4
v23923,235
v23935,202
v23942,530
v23943,106
v23954,5
v23985,4072
v23997,2
v24000,12
v24002,1495
v24013,2570
v24016,2039
v24019,4384
v24021,31
v24035,21
v24055,2261
v24066,2
v24073,804
v24084,2645
v24101,2
v24103,2177
v24110,4981
v24115,1461
v24120,737
v24121,1330
v24124,5
v24127,552
v24128,542
v24130,52
v24131,3087
v24132,188
v24134,569
v24139,1
v24140,3170
v24143,242
v24145,14
v24148,1201
v24150,1963
v24151,4454
v24152,71
v24168,84
v24173,1
v24181,815
v24184,1
v24186,115
v24196,172
v24197,414
v24200,5
v24202,4233
v24208,1855
v24209,1412
v24210,313
v24211,4832
v24212,1898
v24213,1451
v24214,3857
v24215,3865
v24218,808
v24230,2012
v24231,28
v24239,420
v24240,1107
v24241,1432
v24242,387
v24251,2
v24260,124
v24275,4311
v24276,3762
v24278,551
v24280,1955
v24286,1073
v24287,10
v24294,831
v24295,145
v24299,179
v24311,478
v24312,184
v24314,213
v24315,1386
v24320,4692
v24322,21
v24328,1747
v24332,2
v24333,1764
v24336,2846
v24342,28
v24343,2240
v24351,2970
v24356,893
v24357,39
v24359,6
v24362,33
v24372,146
v24376,809
v24379,413
v24380,4369
v24381,2955
v24386,73
v24390,39
v24395,66
v24399,495
v24409,3816
v24410,289
v24411,1490
v24414,71
v24416,22
v24417,5533
v24418,1224
v24420,1068
v24421,20
v24422,1408
v24425,494
v24426,529
v24427,59
v24428,91
v24430,201
v24432,35
v24433,35
v24434,31
v24435,4103
v24437,11
v24441,701
v24442,3
v24446,1172
v24453,24
v24454,32
v24456,2
v24461,1488
v24463,125
v24467,2107
v24470,2439
v24471,2645
v24472,2645
v24481,13
v24483,12
v24484,21
v24489,27
v24495,7
v24496,16
v24501,58
v24502,150
v24506,2906
v24507,3493
v24510,394
v24511,2181
v24512,2385
v24515,10
v24529,3
v24531,1063
v24532,6
v24533,8
v24536,372
v24537,41
v24538,2761
v24540,1011
v24547,56
v24548,130
v24552,344
v24553,3426
v24555,3911
v24556,1729
v24557,1879
v24558,2954
v24559,552
v24560,545
v24561,56
v24564,3339
v24567,800
v24570,13
v24574,327
v24577,135
v24581,1960
v24582,2025
v24583,1240
v24586,4219
v24590,566
v24591,1341
v24592,2670
v24602,35
v24608,18
v24609,466
v24610,776
v24618,4065
v24619,3935
v24620,4588
v24622,130
v24623,360
v24625,30
v24626,2283
v24627,1439
v24628,23
v24629,2
v24632,1
v24633,26
v24634,918
v24636,728
v24644,79
v24646,1
v24647,1312
v24648,3700
v24649,296
v24650,1948
v24651,15
v24653,9
v24659,19
v24660,187
v24661,251
v24662,174
v24665,1027
v24666,402
v24667,41
v24671,4
v24672,11
v24673,3
v24674,1058
v24675,3495
v24679,90
v24684,3519
v24685,414
v24689,5398
v24691,37
v24693,138
v24695,1892
v24696,1399
v24698,2187
v24699,1
v24702,3992
v24703,1023
v24710,221
v24714,2993
v24716,3983
v24717,5479
v24719,131
v24721,1335
v24722,3711
v24725,3921
v24728,3175
v24729,80
v24730,1310
v24731,19
v24743,45
v24748,2497
v24750,17
v24751,34
v24752,1740
v24757,4
v24758,131
v24762,164
v24770,1479
v24771,565
v24773,233
v24774,1697
v24776,1
v24779,2842
v24782,1110
v24786,103
v24788,135
v24790,757
v24793,1174
v24794,22
v24798,328
v24802,1497
v24803,4547
v24806,1000
v24807,1533
v24808,650
v24809,2176
v24810,56
v24811,49
v24813,29
v24815,18
v24816,371
v24820,1
v24821,11
v24823,1522
v24825,4409
v24835,5
v24838,43
v24851,27
v24852,2967
v24853,5724
v24854,3649
v24855,2422
v24856,1926
v24857,1637
v24862,2
v24865,1648
v24866,857
v24868,503
v24870,3248
v24872,3617
v24876,9
v24878,2508
v24879,3229
v24880,2562
v24881,81
v24882,38
v24883,4362
v24885,63
v24887,1
v24888,99
v24891,625
v24892,1299
v24896,3
v24903,155
v24910,2
v24911,1319
v24915,2942
v24916,3937
v24917,3977
v24924,20
v24928,103
v24931,763
v24935,3741
v24938,2576
v24939,368
v24944,4
v24945,26
v24955,275
v24956,1499
v24957,8
v24958,79
v24962,73
v24963,7
v24964,64
v24966,534
v24969,452
v24971,831
v24983,1438
v24984,874
v24987,2808
v24988,10
v25003,1538
v25007,4354
v25015,5
v25021,2
v25023,59
v25029,8
v25034,17
v25039,2115
v25040,709
v25041,79
v25046,706
v25047,226
v25049,7
v25050,3243
v25053,2033
v25055,2791
v25056,20
v25078,1458
v25084,201
v25096,48
v25105,86
v25107,31
v25112,22
v25124,4906
v25126,927
v25127,2806
v25130,3605
v25131,771
v25132,4216
v25135,3167
v25139,1700
v25143,2578
v25144,3843
v25151,290
v25154,376
v25155,60
v25156,32
v25166,1170
v25167,301
v25168,2619
v25170,4551
v25172,1987
v25173,439
v25174,2000
v25175,1398
v25176,1889
v25178,140
v25185,716
v25186,1
v25189,2245
v25190,601
v25197,1934
v25198,3698
v25216,187
v25217,175
v25218,185
v25219,2
v25223,6
v25236,4743
v25241,18
v25246,1622
v25250,249
v25263,2
v25275,465
v25280,2633
v25286,625
v25288,1754
v25289,2
v25293,192
v25294,33
v25298,20
v25312,1
v25316,1
v25319,358
v25326,378
v25328,3181
v25329,1740
v25341,1609
v25342,653
v25344,21
v25345,53
v25348,1860
v25349,910
v25351,43
v25359,2
v25360,636
v25361,109
v25364,84
v25366,6717
v25367,3207
v25368,4160
v25370,13
v25371,715
v25376,2979
v25377,1
v25379,152
v25380,2807
v25383,184
v25384,2831
v25385,1390
v25389,7
v25391,545
v25392,669
v25393,685
v25400,4
v25401,153
v25402,26
v25403,28
v25404,127
v25413,1747
v25414,256
v25418,733
v25421,2451
v25422,379
v25423,66
v25424,25
v25425,28
v25429,496
v25430,71
v25432,204
v25435,178
v25437,438
v25438,5
v25439,2
v25441,1463
v25444,35
v25461,1821
v25464,89
v25466,462
v25485,10
v25489,978
v25492,3311
v25493,2
v25494,1737
v25501,29
v25502,59
v25505,166
v25506,274
v25507,146
v25513,1121
v25514,954
v25515,3256
v25516,1172
v25518,1399
v25521,191
v25528,283
v25531,34
v25533,242
v25534,3111
v25535,762
v25536,67
v25542,74
v25545,1671
v25546,1
v25548,3463
v25549,46
v25552,9
v25554,1174
v25555,3483
v25556,22
v25557,249
v25560,3756
v25561,1076
v25564,1265
v25565,1797
v25566,1135
v25568,427
v25569,96
v25572,83
v25573,25
v25575,20
v25578,237
v25579,380
v25580,8
v25581,45
v25583,667
v25585,19
v25589,224
v25591,49
v25593,2146
v25594,123
v25596,3544
v25597,25
v25599,8
v25607,114
v25612,23
v25616,296
v25617,385
v25621,1209
v25622,277
v25623,5
v25633,115
v25635,2828
v25638,204
v25639,121
v25640,11
v25643,494
v25646,541
v25656,640
v25657,79
v25670,2272
v25671,1249
v25672,1576
v25673,3584
v25680,1512
v25684,3443
v25688,1
v25690,4223
v25691,21
v25694,287
v25696,46
v25697,116
v25698,67
v25699,279
v25701,79
v25702,2659
v25704,942
v25707,2690
v25708,2156
v25709,2341
v25710,2
v25712,408
v25713,4360
v25716,96
v25718,20
v25719,3637
v25720,671
v25721,723
v25723,89
v25724,104
v25725,2615
v25729,21
v25731,33
v25740,204
v25744,536
v25747,107
v25748,91
v25750,2701
v25751,1430
v25752,58
v25753,31
v25756,235
v25758,391
v25759,8
v25765,704
v25767,205
v25768,112
v25769,51
v25770,49
v25771,16
v25774,1735
v25775,33
v25776,9
v25779,25
v25784,4282
v25786,1859
v25787,1445
v25788,1041
v25790,1893
v25791,834
v25792,287
v25796,960
v25798,27
v25805,3674
v25807,36
v25809,3034
v25810,413
v25811,31
v25813,2391
v25814,2357
v25815,908
v25816,3031
v25817,124
v25819,21
v25820,1446
v25821,7
v25832,1101
v25838,4312
v25847,10
v25884,3257
v25887,2101
v25888,1864
v25902,133
v25910,153
v25911,658
v25912,1513
v25913,171
v25914,608
v25915,134
v25916,134
v25917,121
v25919,13
v25920,344
v25921,675
v25922,1795
v25924,1889
v25925,23
v25928,74
v25929,40
v25930,68
v25931,1479
v25934,3153
v25935,1771
v25936,1385
v25941,2051
v25942,4611
v25948,383
v25950,2
v25951,3423
v25957,363
v25960,8
v25962,199
v25963,165
v25964,6023
v25980,305
v25983,16
v25984,1380
v25985,1838
v25989,7
v25993,330
v25995,121
v25999,3545
v26000,4983
v26001,2832
v26002,234
v26005,55
v26006,1
v26007,81
v26008,2796
v26010,704
v26011,96
v26014,320
v26019,44
v26021,803
v26022,1831
v26025,41
v26027,11
v26028,77
v26029,3
v26030,44
v26031,14
v26032,15
v26033,69
v26034,48
v26035,10
v26038,155
v26041,47
v26042,31
v26044,2
v26045,200
v26046,94
v26050,30
v26051,3392
v26052,5556
v26053,1588
v26054,4289
v26055,1349
v26056,3225
v26057,1788
v26064,906
v26070,642
v26074,8
v26075,68
v26090,35
v26094,216
v26097,1
v26098,2708
v26099,54
v26100,82
v26101,76
v26104,211
v26105,262
v26106,97
v26107,41
v26108,21
v26109,28
v26110,40
v26111,29
v26112,47
v26113,11
v26114,234
v26115,11
v26116,15
v26117,24
v26119,14
v26121,13
v26122,3008
v26129,21
v26132,36
v26140,18
v26141,50
v26143,5
v26145,68
v26147,878
v26154,1133
v26164,22
v26172,3
v26176,17
v26177,11
v26180,4273
v26183,1855
v26185,136
v26189,59
v26192,36
v26205,2916
v26206,4805
v26210,594
v26223,1735
v26232,2973
v26235,851
v26238,4281
v26242,3169
v26243,137
v26245,4
v26246,2297
v26247,4
v26248,4
v26250,101
v26253,1326
v26254,2343
v26255,65
v26262,607
v26266,131
v26267,9
v26268,2
v26272,2287
v26273,2
v26275,78
v26277,1
v26278,1
v26279,764
v26283,7
v26286,1773
v26298,1965
v26299,2436
v26300,12
v26302,4
v26305,3372
v26307,4986
v26310,4569
v26313,2009
v26316,3751
v26318,611
v26329,2
v26330,52
v26338,1333
v26344,2508
v26346,173
v26351,3676
v26354,39
v26355,125
v26356,1184
v26367,24
v26368,4040
v26370,1350
v26376,3634
v26379,66
v26382,4315
v26383,9
v26384,4
v26388,7
v26390,420
v26391,1364
v26393,454
v26394,351
v26396,11
v26397,2855
v26399,1229
v26400,150
v26402,716
v26405,6
v26409,20
v26410,285
v26413,26
v26414,6067
v26415,3894
v26416,3993
v26417,2943
v26418,3134
v26419,3489
v26420,33
v26423,21
v26424,639
v26425,47
v26427,155
v26431,3
v26433,267
v26434,1966
v26435,2279
v26438,300
v26440,1006
v26444,1366
v26445,644
v26446,399
v26448,3670
v26452,18
v26461,41
v26462,3
v26463,1675
v26464,108
v26468,11
v26469,727
v26471,41
v26472,479
v26473,34
v26475,49
v26477,171
v26478,421
v26485,2757
v26486,3106
v26488,20
v26489,3
v26490,27
v26492,2088
v26494,25
v26498,1025
v26500,1466
v26506,129
v26507,2
v26508,1445
v26513,2575
v26515,2936
v26516,3
v26520,22
v26523,5261
v26529,1792
v26530,5265
v26531,3646
v26532,3992
v26535,96
v26536,89
v26537,4251
v26538,12
v26541,440
v26542,5
v26547,3218
v26548,1241
v26551,3419
v26553,60
v26554,13
v26558,130
v26561,15
v26563,4298
v26564,6
v26567,38
v26568,42
v26569,19
v26573,2700
v26577,27
v26578,232
v26581,3451
v26586,19
v26587,21
v26588,25
v26589,9
v26590,14
v26592,1278
v26593,89
v26594,4444
v26603,3725
v26607,19
v26608,28
v26609,11
v26611,21
v26612,16
v26615,47
v26616,21
v26617,6
v26619,18
v26620,8
v26621,17
v26622,3306
v26624,169
v26629,1
v26631,778
v26633,1
v26634,358
v26638,3
v26639,3914
v26640,2228
v26642,1
v26643,8
v26646,6
v26655,1014
v26656,4
v26664,2962
v26665,19
v26667,11
v26668,31
v26670,22
v26674,4
v26675,133
v26678,606
v26680,25
v26681,16
v26683,16
v26684,21
v26702,1805
v26703,10
v26708,1
v26715,3
v26720,9
v26721,4065
v26723,2639
v26724,367
v26726,129
v26727,13
v26728,1114
v26730,24
v26731,1
v26732,1901
v26733,12
v26734,20
v26735,14
v26736,12
v26741,4
v26742,344
v26749,180
v26752,531
v26756,925
v26757,3701
v26761,14
v26762,79
v26763,813
v26765,5343
v26766,119
v26767,65
v26771,363
v26772,48
v26773,596
v26774,74
v26776,3160
v26777,2409
v26779,283
v26782,41
v26783,1966
v26784,940
v26785,1111
v26786,65
v26790,641
v26791,1801
v26792,383
v26793,18
v26796,593
v26802,1372
v26803,269
v26805,7
v26811,173
v26812,677
v26813,14
v26814,1412
v26819,766
v26833,162
v26834,40
v26837,3826
v26838,943
v26839,52
v26843,216
v26844,1
v26845,3
v26850,2123
v26852,37
v26853,100
v26858,41
v26860,3
v26862,1260
v26869,439
v26870,62
v26888,3324
v26889,2056
v26890,1337
v26891,351
v26892,5
v26894,1731
v26896,5
v26897,6
v26898,161
v26900,2307
v26902,3577
v26905,2
v26906,103
v26907,67
v26908,169
v26910,16
v26912,95
v26920,3
v26922,2
v26923,71
v26925,1
v26930,1156
v26933,2
v26937,1356
v26948,296
v26949,1760
v26951,7
v26952,2700
v26957,7
v26960,1536
v26961,1939
v26967,10
v26968,15
v26969,63
v26970,47
v26973,24
v26987,4770
v26989,3892
v26996,10
v26999,3990
v27001,2227
v27014,4250
v27015,24
v27027,117
v27032,759
v27034,128
v27047,20
v27053,1483
v27055,2315
v27057,4894
v27058,64
v27063,50
v27066,312
v27068,1254
v27069,3133
v27070,2524
v27071,4064
v27072,1421
v27073,890
v27074,2984
v27075,766
v27085,458
v27092,2523
v27117,1152
v27118,768
v27130,55
v27140,168
v27149,2485
v27151,3715
v27152,4167
v27154,617
v27167,28
v27168,25
v27170,1151
v27172,1070
v27174,82
v27184,97
v27185,144
v27186,3
v27212,620
v27214,54
v27225,1287
v27227,3521
v27235,121
v27236,3939
v27248,2318
v27265,1
v27270,104
v27271,288
v27273,1
v27276,2342
v27284,15
v27285,17
v27286,105
v27294,276
v27327,2768
v27331,3822
v27333,2583
v27343,1
v27361,2100
v27365,2474
v27366,2100
v27367,3550
v27368,4124
v27369,96
v27377,1
v27379,1361
v27381,2033
v27383,2372
v27384,387
v27385,3872
v27386,2132
v27387,3138
v27389,2791
v27414,30
v27416,93
v27430,2414
v27433,1499
v27434,6
v27436,4167
v27441,1844
v27442,17
v27446,11
v27448,4506
v27449,3681
v27450,3126
v27452,6
v27453,1615
v27455,2
v27456,3909
v27457,2258
v27458,367
v27462,3318
v27465,57
v27471,27
v27472,5
v27473,2
v27478,10
v27484,535
v27487,2103
v27492,4538
v27504,2
v27505,474
v27507,17
v27509,108
v27512,189
v27516,600
v27517,32
v27519,6184
v27521,118
v27523,1652
v27557,556
v27558,167
v27563,1
v27565,224
v27571,64
v27576,1
v27577,314
v27580,281
v27607,63
v27609,332
v27610,148
v27623,1301
v27624,65
v27637,50
v27641,653
v27642,75
v27653,1739
v27654,2185
v27655,1846
v27656,1640
v27658,1028
v27659,617
v27660,1465
v27661,409
v27670,6
v27673,4
v27682,41
v27684,171
v27685,3236
v27687,66
v27691,2179
v27704,713
v27722,2965
v27736,2231
v27746,4675
v27747,2196
v27748,1959
v27749,1625
v27751,4334
v27753,45
v27755,7
v27772,3972
v27774,40
v27775,20
v27776,31
v27777,34
v27778,44
v27779,11
v27780,30
v27781,2995
v27782,37
v27783,31
v27784,8
v27785,15
v27787,39
v27788,39
v27790,690
v27791,1128
v27792,3518
v27794,1
v27795,3
v27797,45
v27798,20
v27800,50
v27801,512
v27805,37
v27806,11
v27807,41
v27808,22
v27809,39
v27810,7
v27811,2
v27814,27
v27816,892
v27817,11
v27818,4
v27820,2
v27823,2641
v27824,23
v27829,3571
v27830,1247
v27831,1779
v27835,1192
v27840,211
v27841,1144
v27842,2929
v27858,9
v27878,6
v27885,108
v27886,1022
v27889,1337
v27893,44
v27894,50
v27912,3994
v27913,410
v27916,348
v27919,84
v27927,10
v27932,520
v27934,4
v27938,4773
v27940,2567
v27956,21
v27959,1766
v27960,16
v27961,21
v27962,46
v27964,39
v27965,38
v27966,13
v27968,17
v27969,49
v27973,2
v27974,9
v27977,43
v27981,25
v27984,177
v27985,372
v27986,2
v27987,5
v27989,118
v27990,19
v27991,6
v27992,6
v27993,33
v27994,12
v27995,6
v27998,5
v28000,41
v28003,1239
v28006,1555
v28007,6
v28009,371
v28014,3161
v28015,3169
v28016,4042
v28020,40
v28023,2
v28024,6
v28029,1619
v28030,1302
v28031,1226
v28032,2053
v28033,672
v28034,911
v28041,27
v28046,37
v28047,4
v28048,9
v28054,20
v28063,743
v28064,1557
v28065,1517
v28070,2
v28079,467
v28080,3010
v28085,1
