vid,appear
v12379,420
v12382,1268
v12383,565
v12384,129
v12385,2167
v12386,2774
v12387,895
v12388,89
v12389,95
v12390,152
v12391,6
v12392,4493
v12393,329
v12394,3556
v12396,1726
v12397,14
v12398,423
v12399,2198
v12400,771
v12401,1461
v12402,5850
v12404,3380
v12405,33
v12406,354
v12407,4553
v12408,425
v12409,503
v12410,13
v12413,330
v12414,1484
v12416,1766
v12417,1314
v12418,2737
v12419,997
v12420,20
v12421,300
v12424,356
v12425,1806
v12426,185
v12427,792
v12428,2899
v12429,3804
v12430,62
v12431,4746
v12432,1678
v12433,2726
v12435,2375
v12436,219
v12437,2736
v12438,67
v12440,97
v12442,889
v12443,4606
v12444,27
v12445,3
v12446,74
v12447,3603
v12448,4
v12450,32
v12451,19
v12455,2914
v12459,148
v12463,2
v12465,195
v12471,57
v12472,313
v12473,1915
v12474,237
v12475,1635
v12476,3960
v12478,3
v12479,3121
v12480,3736
v12481,3842
v12482,2905
v12483,3752
v12484,536
v12485,152
v12486,11
v12487,1892
v12488,962
v12489,1473
v12490,2161
v12491,658
v12493,1212
v12494,231
v12495,274
v12499,1177
v12502,1318
v12505,4714
v12509,17
v12511,29
v12512,150
v12513,147
v12516,128
v12517,1890
v12518,866
v12519,21
v12524,2
v12525,646
v12526,1011
v12527,4
v12528,2044
v12529,159
v12530,29
v12537,24
v12544,281
v12545,49
v12546,794
v12547,5
v12549,147
v12550,3288
v12551,21
v12555,854
v12556,215
v12557,864
v12559,5841
v12561,4396
v12562,3591
v12563,980
v12565,2371
v12570,36
v12571,356
v12572,371
v12575,4132
v12577,53
v12578,196
v12583,1
v12584,129
v12585,241
v12586,1230
v12587,1780
v12588,586
v12589,5340
v12592,25
v12595,999
v12596,2347
v12598,3480
v12599,2613
v12600,3659
v12601,3185
v12602,2204
v12603,1900
v12604,5277
v12605,1
v12606,4001
v12607,4179
v12608,1223
v12609,1918
v12610,72
v12611,3410
v12612,3477
v12613,670
v12617,1
v12618,381
v12620,590
v12623,332
v12624,155
v12625,1749
v12627,2459
v12629,89
v12630,641
v12631,40
v12637,87
v12640,1956
v12641,152
v12642,177
v12643,1886
v12644,1354
v12645,2877
v12648,3187
v12650,50
v12651,24
v12658,2267
v12660,7
v12661,889
v12662,363
v12664,96
v12666,200
v12668,1820
v12674,316
v12677,3185
v12678,561
v12689,4263
v12690,34
v12691,138
v12692,368
v12693,39
v12694,3103
v12695,46
v12696,76
v12697,35
v12698,15
v12701,2159
v12702,2461
v12704,2399
v12708,2623
v12709,103
v12711,671
v12713,653
v12714,324
v12716,289
v12719,51
v12720,6
v12727,1889
v12728,204
v12736,523
v12737,266
v12738,40
v12739,46
v12743,5
v12744,619
v12747,15
v12750,46
v12751,525
v12754,40
v12759,6
v12764,171
v12765,2401
v12766,2350
v12767,882
v12770,239
v12771,144
v12774,692
v12775,785
v12776,101
v12779,19
v12781,25
v12783,34
v12784,20
v12785,332
v12787,2306
v12789,1
v12790,7
v12791,1159
v12792,2022
v12793,335
v12794,2228
v12795,1844
v12796,4689
v12797,4716
v12798,198
v12799,365
v12800,2115
v12805,3246
v12807,79
v12808,624
v12809,1265
v12810,11
v12811,2
v12812,74
v12814,1567
v12815,6
v12819,3657
v12820,34
v12821,6
v12823,5
v12824,41
v12825,945
v12826,1765
v12827,9
v12828,26
v12829,9
v12830,3612
v12831,1698
v12833,204
v12835,124
v12837,2
v12838,49
v12840,684
v12841,12
v12842,10
v12845,17
v12846,8
v12847,139
v12849,7823
v12850,856
v12851,132
v12852,1001
v12853,9
v12854,1458
v12855,51
v12856,2143
v12857,1018
v12858,3
v12862,1190
v12863,2412
v12865,149
v12869,40
v12871,80
v12872,99
v12874,14
v12876,2163
v12877,1871
v12878,150
v12881,20
v12882,2495
v12883,40
v12884,93
v12885,224
v12886,62
v12887,187
v12888,2911
v12890,5
v12891,17
v12892,11
v12893,274
v12894,608
v12896,1315
v12897,2080
v12900,30
v12906,33
v12911,84
v12913,153
v12914,5321
v12915,69
v12916,51
v12917,207
v12926,366
v12927,4756
v12928,179
v12929,432
v12930,2111
v12931,940
v12932,91
v12933,3063
v12935,10
v12936,178
v12937,3
v12938,27
v12940,82
v12941,627
v12942,4835
v12949,5169
v12951,251
v12954,48
v12957,89
v12958,21
v12959,51
v12966,27
v12969,14
v12970,13
v12972,3311
v12973,1353
v12974,2712
v12975,4395
v12979,1284
v12980,96
v12981,1659
v12982,2802
v12983,2116
v12984,4013
v12985,582
v12986,3368
v12987,2097
v12988,1457
v12989,492
v12990,1237
v12991,155
v12992,5265
v12994,4182
v12995,5249
v12996,415
v12997,2407
v12998,502
v12999,1165
v13000,544
v13004,1026
v13005,1079
v13006,188
v13008,591
v13009,82
v13012,1
v13013,1471
v13015,5564
v13017,1825
v13029,55
v13030,100
v13033,261
v13034,3
v13035,261
v13036,476
v13037,11
v13038,36
v13039,79
v13040,1238
v13043,451
v13045,648
v13046,6235
v13047,13
v13056,385
v13059,1118
v13060,1272
v13061,1078
v13062,2821
v13063,8
v13064,14
v13066,1193
v13067,145
v13072,52
v13073,42
v13074,2729
v13075,1419
v13076,2954
v13077,680
v13078,3165
v13080,262
v13083,6041
v13086,4205
v13087,3
v13089,4
v13090,348
v13091,77
v13093,58
v13094,243
v13098,985
v13099,95
v13100,754
v13101,717
v13104,1511
v13105,3145
v13106,528
v13107,2810
v13108,4671
v13109,409
v13110,1097
v13119,225
v13124,728
v13125,597
v13127,11
v13130,337
v13131,12
v13137,842
v13140,1701
v13145,1
v13148,1772
v13150,33
v13151,1
v13155,14
v13162,24
v13164,137
v13165,200
v13166,61
v13167,43
v13171,30
v13172,6
v13174,140
v13176,64
v13182,10
v13183,356
v13185,44
v13186,131
v13187,57
v13188,4430
v13189,1
v13190,1131
v13191,3
v13197,78
v13198,206
v13199,122
v13202,30
v13205,4
v13206,25
v13209,55
v13211,5
v13212,13
v13213,30
v13214,67
v13215,177
v13217,270
v13220,17
v13221,29
v13222,3
v13223,3208
v13224,2905
v13228,3735
v13229,50
v13233,1560
v13234,93
v13236,2
v13238,44
v13242,3217
v13244,4
v13245,76
v13246,7
v13247,1
v13248,363
v13249,4202
v13250,173
v13255,2
v13258,23
v13260,4264
v13261,441
v13262,21
v13263,31
v13265,1098
v13267,5515
v13268,28
v13275,8
v13278,40
v13279,131
v13287,4
v13288,114
v13289,78
v13290,6
v13296,82
v13297,1439
v13298,118
v13303,10
v13308,369
v13309,11
v13310,302
v13311,2
v13312,108
v13318,107
v13319,4
v13321,854
v13325,6008
v13327,1877
v13328,18
v13329,6
v13330,687
v13332,3375
v13333,24
v13337,124
v13339,1014
v13341,42
v13342,2487
v13353,2137
v13357,425
v13364,38
v13365,1764
v13380,36
v13381,579
v13382,46
v13383,67
v13384,2
v13385,415
v13386,734
v13390,1014
v13396,20
v13404,42
v13410,46
v13411,210
v13414,5
v13418,1943
v13419,148
v13420,18
v13428,1543
v13429,151
v13436,124
v13438,63
v13441,133
v13444,3329
v13445,441
v13454,395
v13460,1
v13467,23
v13469,2
v13470,2013
v13472,110
v13480,297
v13482,607
v13483,342
v13484,172
v13485,805
v13486,837
v13487,726
v13488,661
v13489,613
v13490,228
v13491,367
v13492,129
v13493,11
v13494,205
v13495,1564
v13508,22
v13510,796
v13512,14
v13515,8
v13516,55
v13520,30
v13538,73
v13540,696
v13544,17
v13545,14
v13547,3
v13549,9
v13553,2392
v13555,52
v13556,955
v13559,37
v13564,1
v13566,1269
v13568,16
v13569,22
v13579,2
v13594,1
v13597,5
v13599,273
v13613,37
v13615,50
v13616,160
v13617,262
v13625,231
v13627,32
v13628,1707
v13629,297
v13630,2597
v13631,5796
v13632,3779
v13633,3823
v13635,495
v13636,1301
v13643,55
v13644,81
v13645,68
v13646,65
v13651,2338
v13652,887
v13660,92
v13661,3550
v13662,1006
v13666,5107
v13667,65
v13670,28
v13671,1
v13682,817
v13684,183
v13685,2627
v13686,109
v13691,2265
v13693,270
v13694,638
v13696,80
v13697,747
v13702,1315
v13704,31
v13705,118
v13706,210
v13710,18
v13711,2813
v13716,4088
v13717,1913
v13718,2026
v13720,89
v13722,71
v13723,31
v13724,84
v13730,2756
v13732,227
v13735,109
v13742,1833
v13743,490
v13753,8
v13754,290
v13755,567
v13761,2264
v13762,30
v13763,144
v13764,115
v13765,4
v13767,423
v13768,201
v13769,64
v13770,82
v13771,260
v13772,77
v13773,38
v13774,4427
v13779,18
v13783,16
v13786,4033
v13787,2524
v13788,43
v13789,331
v13790,3
v13791,27
v13793,153
v13794,546
v13795,80
v13796,151
v13798,104
v13801,3283
v13802,5782
v13804,254
v13806,266
v13807,1472
v13810,348
v13811,263
v13816,27
v13817,2633
v13822,9
v13828,280
v13833,424
v13834,3786
v13835,1146
v13836,36
v13837,2566
v13838,1021
v13839,3692
v13840,1297
v13841,994
v13842,3680
v13843,2974
v13845,3
v13849,447
v13850,72
v13851,855
v13852,1466
v13855,992
v13858,1458
v13859,234
v13860,151
v13863,84
v13865,50
v13868,688
v13870,50
v13871,1994
v13879,37
v13881,4
v13882,376
v13888,1368
v13889,438
v13890,1253
v13891,488
v13892,3284
v13893,1858
v13895,268
v13896,912
v13901,5078
v13902,15
v13904,1951
v13905,487
v13906,197
v13907,111
v13908,1259
v13911,56
v13912,1582
v13913,1533
v13914,49
v13916,229
v13917,233
v13918,445
v13919,198
v13920,638
v13921,213
v13922,295
v13924,281
v13935,10
v13940,162
v13941,682
v13942,1882
v13943,6228
v13944,315
v13945,2899
v13947,2297
v13948,1980
v13949,324
v13952,174
v13955,233
v13956,3419
v13957,1715
v13962,4845
v13971,3105
v13976,2
v13981,2345
v13987,824
v13989,73
v13990,47
v13991,5
v13992,350
v13993,132
v13994,675
v13995,618
v13996,1402
v13997,2694
v13998,2711
v13999,3666
v14000,1498
v14001,1715
v14003,785
v14005,5155
v14008,2
v14010,2314
v14013,511
v14014,1104
v14015,447
v14016,215
v14018,5535
v14019,1178
v14021,266
v14022,6104
v14025,5
v14031,30
v14032,7
v14033,10
v14037,53
v14044,101
v14054,295
v14055,1285
v14056,1677
v14059,1652
v14060,87
v14061,1451
v14062,4618
v14063,801
v14064,40
v14065,154
v14068,4267
v14069,3893
v14071,3946
v14076,30
v14077,161
v14081,3802
v14082,2250
v14086,29
v14087,4192
v14089,4400
v14090,558
v14092,2173
v14093,1162
v14094,113
v14108,53
v14110,110
v14111,1
v14112,2625
v14118,1
v14122,3732
v14125,87
v14127,29
v14136,28
v14141,495
v14142,558
v14143,58
v14148,135
v14154,32
v14159,1708
v14160,353
v14161,5245
v14162,3116
v14163,218
v14194,199
v14225,17
v14229,2095
v14230,2664
v14231,1659
v14232,3521
v14233,75
v14234,45
v14236,57
v14240,6746
v14241,317
v14259,8
v14262,2482
v14263,2103
v14264,3470
v14265,7023
v14266,925
v14267,4449
v14269,4743
v14270,2056
v14273,214
v14274,62
v14275,1683
v14278,184
v14279,366
v14282,1919
v14288,4
v14293,8
v14295,824
v14303,1739
v14304,1552
v14305,3465
v14312,156
v14314,277
v14319,249
v14321,3082
v14323,1827
v14325,914
v14326,371
v14327,110
v14328,42
v14329,48
v14330,111
v14337,3
v14338,47
v14340,65
v14341,520
v14344,25
v14345,44
v14351,31
v14355,42
v14356,31
v14359,940
v14362,8
v14365,6272
v14366,1741
v14367,1311
v14373,105
v14381,13
v14385,77
v14386,42
v14389,1
v14392,2997
v14393,17
v14401,3205
v14405,1029
v14414,742
v14415,589
v14417,7
v14418,27
v14419,32
v14423,288
v14424,48
v14425,3225
v14427,2480
v14434,6
v14435,4
v14436,14
v14440,2
v14443,1167
v14445,7
v14487,6
v14491,541
v14493,152
v14496,139
v14497,13
v14498,165
v14501,261
v14503,6
v14519,329
v14520,3745
v14521,56
v14522,4549
v14523,2728
v14525,197
v14528,192
v14534,29
v14535,36
v14536,256
v14547,3684
v14548,2255
v14549,3555
v14550,1056
v14551,874
v14553,1430
v14554,20
v14556,4382
v14558,1044
v14573,24
v14574,1691
v14575,3714
v14576,1015
v14583,7
v14591,1
v14593,3381
v14594,10
v14595,1547
v14596,1743
v14597,100
v14598,62
v14600,147
v14601,2
v14608,63
v14609,114
v14610,4189
v14611,2127
v14614,2502
v14618,109
v14619,250
v14621,276
v14622,71
v14623,3
v14627,1838
v14628,1640
v14629,1644
v14630,146
v14631,114
v14638,34
v14639,8
v14640,407
v14645,13
v14646,1638
v14647,169
v14648,2802
v14649,248
v14650,4558
v14651,3242
v14652,165
v14661,8
v14665,4
v14677,271
v14678,2
v14680,3509
v14682,9
v14683,549
v14691,571
v14692,3509
v14693,5
v14700,141
v14702,310
v14703,4
v14705,3443
v14706,1903
v14707,364
v14710,3446
v14711,1847
v14735,16
v14736,105
v14739,992
v14741,388
v14759,1630
v14760,1788
v14761,3124
v14762,3173
v14763,1837
v14765,736
v14766,9
v14768,1094
v14770,741
v14771,1172
v14772,3080
v14774,7
v14776,32
v14777,121
v14778,163
v14779,3330
v14780,563
v14781,70
v14782,11
v14783,11
v14784,4
v14786,215
v14787,302
v14788,346
v14790,2159
v14791,180
v14792,168
v14793,2661
v14796,173
v14797,806
v14798,1617
v14799,3696
v14804,229
v14805,3398
v14806,2501
v14807,212
v14808,648
v14809,2299
v14810,41
v14811,71
v14812,3472
v14813,251
v14814,503
v14816,76
v14817,475
v14818,63
v14822,16
v14823,164
v14824,196
v14825,4918
v14826,4661
v14828,35
v14829,143
v14830,87
v14832,80
v14833,793
v14834,71
v14835,319
v14836,17
v14837,1848
v14838,1402
v14839,1098
v14841,7
v14844,15
v14846,877
v14850,59
v14851,278
v14852,14
v14855,57
v14858,84
v14859,848
v14860,154
v14861,249
v14864,3873
v14865,44
v14866,236
v14867,347
v14869,247
v14874,24
v14878,1184
v14879,327
v14880,159
v14881,2928
v14882,1039
v14884,198
v14885,523
v14886,2927
v14887,6115
v14888,4004
v14889,1589
v14890,1226
v14891,1519
v14892,2397
v14893,546
v14894,49
v14895,5677
v14896,2806
v14897,906
v14900,395
v14901,54
v14905,266
v14906,691
v14908,2532
v14909,96
v14910,2247
v14911,87
v14913,9
v14914,302
v14917,336
v14919,404
v14920,928
v14922,3289
v14923,79
v14924,4881
v14925,234
v14926,2548
v14927,1444
v14928,38
v14932,1140
v14933,1253
v14934,5572
v14935,271
v14936,646
v14938,173
v14939,362
v14943,13
v14944,203
v14945,28
v14947,35
v14948,62
v14950,21
v14951,615
v14952,26
v14953,191
v14954,1451
v14955,105
v14957,128
v14958,300
v14959,578
v14960,79
v14961,935
v14962,851
v14964,2069
v14965,260
v14966,238
v14973,3959
v14984,53
v14988,353
v14990,1226
v14994,384
v14995,12
v14998,63
v14999,6
v15000,69
v15003,98
v15004,94
v15006,237
v15008,2
v15013,781
v15015,383
v15018,65
v15019,4283
v15020,3973
v15021,1286
v15023,170
v15026,42
v15032,250
v15040,28
v15041,25
v15042,3
v15053,437
v15056,3
v15061,655
v15062,1285
v15064,4398
v15065,130
v15068,12
v15070,1322
v15073,1694
v15074,950
v15075,87
v15076,4370
v15077,4403
v15078,2733
v15079,2832
v15080,3915
v15090,1
v15093,9
v15095,12
v15102,1
v15104,27
v15105,3264
v15106,14
v15107,33
v15109,1942
v15110,83
v15119,1493
v15123,7
v15124,124
v15125,2882
v15127,3238
v15130,13
v15131,46
v15134,1847
v15137,1260
v15138,1109
v15140,2
v15143,2451
v15144,477
v15145,1127
v15147,1432
v15148,280
v15149,26
v15161,1
v15166,3979
v15167,5581
v15169,18
v15170,3149
v15172,44
v15174,21
v15176,199
v15212,271
v15213,14
v15214,499
v15216,135
v15217,11
v15219,16
v15221,23
v15223,1334
v15225,516
v15226,703
v15231,1249
v15234,75
v15241,248
v15246,430
v15248,152
v15250,489
v15251,5031
v15252,2767
v15253,323
v15254,343
v15255,68
v15257,16
v15259,593
v15271,123
v15272,152
v15273,703
v15274,1457
v15276,2101
v15277,2020
v15278,18
v15281,2627
v15282,1585
v15283,193
v15284,2248
v15285,38
v15286,100
v15287,4530
v15288,4608
v15289,15
v15290,7
v15293,3541
v15295,246
v15296,45
v15297,182
v15299,2055
v15300,1494
v15301,158
v15304,228
v15305,57
v15306,71
v15307,50
v15310,821
v15311,3234
v15312,2374
v15328,2
v15343,460
v15344,3760
v15345,4
v15360,3151
v15361,81
v15365,20
v15367,5
v15368,3158
v15369,459
v15370,9
v15371,1224
v15372,1231
v15386,1215
v15387,228
v15388,2842
v15389,22
v15390,665
v15393,4020
v15395,3383
v15396,251
v15402,3
v15405,1348
v15408,1036
v15409,33
v15410,87
v15414,2508
v15416,34
v15417,5136
v15422,9
v15423,18
v15425,81
v15426,4333
v15427,79
v15429,132
v15431,1248
v15432,23
v15437,2522
v15438,1341
v15439,407
v15440,570
v15444,1727
v15446,2994
v15448,196
v15455,26
v15456,1332
v15457,133
v15458,4496
v15460,2334
v15461,160
v15462,45
v15463,90
v15464,2161
v15465,101
v15468,15
v15469,50
v15470,440
v15471,3
v15473,6873
v15474,2527
v15476,32
v15478,80
v15479,58
v15482,1437
v15483,1413
v15484,61
v15485,1913
v15492,3433
v15493,2605
v15495,428
v15496,4235
v15497,2410
v15498,3504
v15499,139
v15500,51
v15503,26
v15506,1150
v15507,18
v15511,233
v15512,41
v15513,1117
v15514,20
v15515,365
v15516,937
v15519,43
v15522,884
v15523,1464
v15524,1888
v15528,22
v15531,410
v15537,315
v15538,8975
v15539,9
v15540,17
v15548,23
v15555,115
v15562,4156
v15563,516
v15565,57
v15569,1077
v15570,7
v15571,11
v15572,147
v15573,1054
v15575,176
v15577,30
v15580,45
v15581,3794
v15582,35
v15584,3051
v15585,462
v15586,259
v15587,23
v15588,11
v15596,24
v15600,1922
v15601,49
v15602,4073
v15603,161
v15604,2519
v15605,3841
v15606,181
v15609,3
v15613,68
v15617,743
v15618,31
v15619,185
v15620,30
v15626,166
v15627,106
v15631,1630
v15633,87
v15634,230
v15636,304
v15637,3034
v15638,275
v15639,5388
v15640,1651
v15641,3729
v15645,103
v15646,2861
v15647,475
v15648,863
v15649,3377
v15651,325
v15652,2141
v15653,3362
v15654,235
v15655,7
v15656,1301
v15658,1707
v15662,4258
v15666,9
v15679,5425
v15680,132
v15684,90
v15685,24
v15687,333
v15695,4
v15697,2593
v15698,1896
v15699,3356
v15704,46
v15705,10
v15708,4250
v15709,287
v15710,65
v15711,106
v15715,1494
v15716,10
v15717,1435
v15718,1382
v15723,10
v15724,1343
v15727,2534
v15730,1094
v15731,1024
v15732,184
v15733,987
v15734,1559
v15738,9
v15739,153
v15740,526
v15742,74
v15743,2167
v15744,3385
v15745,497
v15749,182
v15757,486
v15759,42
v15760,20
v15761,2476
v15762,49
v15771,2163
v15772,134
v15773,3
v15795,2209
v15797,3045
v15798,24
v15799,6
v15800,145
v15802,2994
v15806,50
v15808,124
v15815,494
v15816,13
v15817,564
v15820,7
v15822,1379
v15824,2
v15826,3647
v15831,11
v15833,981
v15834,438
v15840,2
v15844,645
v15845,720
v15852,878
v15853,346
v15854,1
v15860,211
v15862,916
v15864,61
v15865,1
v15866,1372
v15867,1383
v15869,5034
v15870,2850
v15871,3222
v15873,2904
v15874,6002
v15876,575
v15879,2449
v15881,85
v15883,36
v15884,4
v15885,34
v15886,1761
v15891,669
v15892,4549
v15893,3
v15895,2323
v15896,1363
v15897,2940
v15898,2146
v15899,736
v15900,2940
v15901,856
v15902,395
v15903,4
v15904,38
v15905,115
v15908,1
v15909,1709
v15910,72
v15911,6
v15912,291
v15913,73
v15914,133
v15915,121
v15916,72
v15918,23
v15925,3407
v15926,5
v15927,472
v15928,156
v15929,7
v15932,166
v15933,214
v15934,56
v15935,1084
v15940,2836
v15943,1127
v15944,2701
v15946,4548
v15947,1386
v15949,548
v15950,2246
v15951,28
v15960,434
v15963,57
v15967,5
v15972,1909
v15973,49
v15974,1001
v15975,2144
v15976,6
v15977,1682
v15978,54
v15980,4
v15981,682
v15985,7
v15988,53
v15997,561
v16001,669
v16005,191
v16006,4633
v16010,2
v16013,787
v16014,122
v16019,87
v16023,1
v16024,5
v16025,50
v16026,120
v16027,25
v16028,45
v16031,97
v16032,2077
v16037,818
v16038,244
v16039,233
v16041,1182
v16042,1201
v16043,2234
v16044,7784
v16047,4
v16049,226
v16050,4
v16051,258
v16057,3
v16058,27
v16059,209
v16060,224
v16061,70
v16062,50
v16066,3741
v16067,2529
v16068,2237
v16069,3729
v16070,4721
v16078,636
v16079,3461
v16080,776
v16081,3048
v16082,4382
v16083,3842
v16084,1048
v16085,3621
v16088,135
v16089,3087
v16090,1336
v16092,1991
v16093,298
v16094,4
v16096,225
v16099,1635
v16102,297
v16103,2471
v16104,4736
v16105,168
v16106,3709
v16107,242
v16110,110
v16117,314
v16129,3837
v16130,875
v16131,1828
v16132,1377
v16133,1928
v16134,3219
v16137,1075
v16141,35
v16142,194
v16143,3205
v16147,7
v16149,94
v16150,4927
v16153,2084
v16154,1009
v16155,823
v16156,1588
v16157,3
v16158,131
v16166,4306
v16167,301
v16168,2517
v16169,728
v16170,15
v16171,22
v16177,446
v16178,61
v16179,40
v16180,545
v16186,32
v16189,2
v16190,6233
v16191,16
v16193,4037
v16194,332
v16196,2
v16197,1793
v16198,3
v16199,107
v16200,392
v16201,2968
v16204,269
v16205,212
v16208,7609
v16210,9
v16211,119
v16212,5302
v16214,7
v16215,1092
v16217,1532
v16218,2444
v16220,497
v16221,2880
v16223,2
v16225,51
v16234,142
v16235,125
v16237,2
v16238,4
v16239,782
v16240,222
v16241,1631
v16242,69
v16243,4349
v16244,1711
v16245,12
v16250,336
v16251,375
v16255,63
v16256,689
v16257,1784
v16261,1503
v16262,3154
v16263,3301
v16266,5055
v16268,3035
v16269,4135
v16273,1962
v16276,276
v16277,605
v16281,4
v16286,140
v16287,65
v16290,977
v16292,165
v16293,12
v16294,525
v16295,19
v16297,230
v16306,43
v16307,1477
v16308,1703
v16309,344
v16310,360
v16311,93
v16314,426
v16320,2004
v16321,16
v16322,64
v16327,41
v16337,3989
v16338,3777
v16339,4014
v16340,4443
v16341,4986
v16342,2141
v16343,1663
v16345,66
v16346,9
v16349,23
v16352,1403
v16355,1265
v16356,69
v16357,2
v16365,10
v16370,109
v16372,2636
v16376,3023
v16377,2839
v16378,103
v16379,681
v16381,3
v16382,359
v16386,30
v16387,500
v16388,35
v16395,932
v16397,2485
v16399,1129
v16400,1426
v16401,182
v16402,1712
v16403,50
v16405,3034
v16406,10
v16407,1928
v16408,31
v16409,7
v16411,35
v16413,3248
v16415,250
v16416,8
v16418,342
v16419,20
v16427,764
v16429,10
v16430,658
v16431,1112
v16432,644
v16433,633
v16434,1123
v16435,566
v16437,204
v16438,218
v16439,78
v16440,1679
v16441,1309
v16442,77
v16443,253
v16445,86
v16446,1785
v16447,2
v16448,1539
v16449,213
v16450,3828
v16451,261
v16454,12
v16456,4
v16458,2210
v16459,3382
v16460,417
v16461,1260
v16462,225
v16463,3393
v16464,3
v16468,37
v16469,492
v16470,22
v16471,1730
v16474,17
v16475,668
v16476,1152
v16477,18
v16478,17
v16479,1314
v16480,11
v16482,22
v16483,3420
v16484,1903
v16485,33
v16486,938
v16487,890
v16488,311
v16489,2444
v16490,283
v16492,73
v16493,3927
v16494,1224
v16495,1028
v16505,16
v16506,314
v16508,28
v16509,50
v16510,4367
v16511,3921
v16515,2367
v16516,3332
v16520,1
v16521,844
v16522,148
v16523,82
v16524,59
v16525,455
v16526,417
v16527,113
v16528,116
v16529,73
v16530,76
v16531,51
v16532,83
v16533,216
v16534,528
v16535,3576
v16536,175
v16538,826
v16539,449
v16544,2
v16549,1472
v16557,1
v16558,2
v16559,4
v16560,6033
v16561,346
v16563,4531
v16566,266
v16567,544
v16568,275
v16570,1280
v16580,1741
v16582,2323
v16583,2
v16584,554
v16588,15
v16593,1
v16594,24
v16595,21
v16596,382
v16597,2
v16598,3603
v16599,3009
v16600,15
v16603,52
v16605,1598
v16606,96
v16607,29
v16608,79
v16610,2387
v16611,3152
v16612,1233
v16616,2763
v16621,4
v16623,2875
v16626,2070
v16628,190
v16629,1037
v16630,1858
v16632,905
v16633,378
v16635,642
v16637,1191
v16638,1
v16640,8126
v16642,59
v16643,118
v16644,104
v16647,171
v16648,142
v16651,878
v16652,79
v16654,2
v16655,1
v16657,3039
v16658,2613
v16659,688
v16661,16
v16663,1021
v16668,14
v16669,40
v16672,1413
v16673,969
v16674,7
v16675,21
v16678,1313
v16680,14
v16681,165
v16682,1068
v16685,48
v16687,14
v16689,40
v16690,12
v16691,101
v16692,89
v16693,879
v16694,2550
v16695,3365
v16700,5424
v16702,408
v16703,295
v16705,77
v16707,544
v16708,157
v16709,686
v16713,121
v16714,335
v16715,2391
v16717,2583
v16718,21
v16720,3591
v16721,1973
v16722,25
v16723,48
v16729,137
v16730,8
v16731,833
v16732,480
v16733,3421
v16735,1961
v16736,336
v16742,15
v16743,3379
v16748,4380
v16749,65
v16750,2012
v16753,257
v16754,408
v16755,41
v16756,719
v16757,642
v16758,14
v16759,45
v16760,24
v16767,31
v16768,828
v16770,298
v16776,21
v16778,4076
v16779,2
v16781,183
v16782,1085
v16783,993
v16784,2909
v16785,686
v16786,5
v16787,613
v16788,1172
v16789,3
v16792,743
v16793,2673
v16794,1424
v16796,1618
v16800,1775
v16802,6509
v16803,1037
v16814,23
v16817,1197
v16818,6
v16820,4
v16823,7
v16825,54
v16839,107
v16841,1072
v16842,2074
v16845,5348
v16846,3075
v16847,1228
v16849,16
v16851,3560
v16852,1373
v16854,4050
v16855,2661
v16856,95
v16858,3531
v16862,1366
v16863,439
v16865,87
v16866,1
v16872,9
v16874,4621
v16875,564
v16880,3411
v16881,3344
v16882,1589
v16883,1727
v16884,7
v16885,20
v16887,19
v16888,521
v16889,15
v16891,69
v16893,1568
v16895,1845
v16896,360
v16900,2047
v16904,84
v16905,331
v16906,2921
v16915,4810
v16919,182
v16921,13
v16922,87
v16923,32
v16925,2771
v16927,32
v16928,32
v16929,667
v16931,103
v16933,2
v16935,4403
v16945,2
v16951,3033
v16952,667
v16953,4785
v16954,513
v16955,88
v16956,662
v16957,374
v16958,309
v16960,10
v16963,2110
v16964,1256
v16965,636
v16974,421
v16983,219
v16984,429
v16986,14
v16988,182
v16998,38
v17000,1151
v17001,529
v17002,3646
v17003,1353
v17004,2608
v17005,802
v17008,3276
v17012,3810
v17013,90
v17014,288
v17018,2054
v17028,1043
v17029,920
v17035,3129
v17036,1
v17037,2180
v17038,5650
v17046,2474
v17048,4314
v17050,1133
v17051,28
v17055,22
v17056,191
v17057,2513
v17058,2154
v17061,1913
v17062,4561
v17063,288
v17064,72
v17067,172
v17070,3
v17071,1
v17077,338
v17078,28
v17081,1
v17082,120
v17083,80
v17084,376
v17086,135
v17087,13
v17088,2325
v17092,608
v17093,1888
v17094,742
v17095,1435
v17099,1219
v17100,416
v17101,1936
v17102,5675
v17103,2
v17109,42
v17111,64
v17117,815
v17118,21
v17121,2
v17123,100
v17124,590
v17125,420
v17127,21
v17128,1
v17129,786
v17131,1761
v17135,147
v17136,349
v17137,42
v17138,607
v17139,147
v17141,82
v17142,19
v17143,178
v17147,2966
v17148,995
v17150,9
v17152,10
v17153,4879
v17154,18
v17155,10
v17156,3004
v17157,231
v17158,970
v17159,844
v17166,431
v17176,8
v17177,6
v17205,455
v17210,2660
v17211,28
v17212,1
v17217,14
v17232,39
v17236,23
v17244,491
v17245,142
v17246,17
v17247,4
v17263,3657
v17264,3025
v17265,2218
v17268,91
v17271,1057
v17272,913
v17279,20
v17282,958
v17283,2955
v17284,2687
v17285,25
v17286,88
v17287,1770
v17288,44
v17289,702
v17291,208
v17301,125
v17304,233
v17305,135
v17329,1795
v17331,3087
v17332,230
v17333,1
v17335,2809
v17337,3796
v17342,96
v17343,368
v17344,1175
v17345,137
v17352,6
v17355,5
